Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
595,Immune response_IFN-gamma signaling via MAPK,51,2.885E-02,9.062E-02,6.594E-02,1.620E-01,14,"MEK1(MAP2K1), ZFP36(Tristetraprolin), ERK1/2, MED1, eIF4B, TIRAP (Mal), c-Raf-1, p90RSK1, MAPKAPK2, PHF8, MEK6(MAP2K6), MNK2(GPRK7), PGES2, p38 MAPK",2.885E-02,9.062E-02,18,"eIF4E, ERK1/2, MED1, TREX1, c-Jun/c-Fos, MAPKAPK2, MyD88, MEK6(MAP2K6), PGES2, MEKK4(MAP3K4), ZFP36(Tristetraprolin), c-Jun, eIF4B, TIRAP (Mal), PHF8, MEKK1(MAP3K1), MNK2(GPRK7), p38 MAPK",
596,Oxidative stress_Activation of NADPH oxidase,59,2.967E-02,9.410E-02,2.967E-02,9.410E-02,17,"cPKC (conventional), AKT1, ERK1/2, PAK1, p67-phox, IP3 receptor, PKC, PI3K reg class IA, PLC-beta, VAV-2, MEK1/2, VAV-3, p40-phox, AKT(PKB), PDK (PDPK1), p38 MAPK, PREX1",3.395E-02,1.036E-01,20,"AKT1, ERK1/2, PKC-zeta, Rac1, IP3 receptor, PI3K reg class IA, PLC-beta, VAV-2, AKT(PKB), PDK (PDPK1), BETA-PIX, cPKC (conventional), PKC-delta, PAK1, PKC, VAV-3, p40-phox, PI3K reg class IB (p101), p38 MAPK, PREX1",
597,Development_MicroRNA-dependent regulation of EMT,24,3.043E-02,9.511E-02,9.918E-01,1.000E+00,1,E-cadherin,3.043E-02,9.511E-02,10,"microRNA 200c, microRNA 200b, miR-141-3p, miR-200c-3p, miR-200b-5p, miR-200b-3p, E-cadherin, microRNA 141, microRNA 429, miR-429-3p",
598,Immune response_Sublytic effects of membrane attack complex,68,3.047E-02,9.615E-02,3.047E-02,9.615E-02,19,"AKT1, GRB2, eIF2AK3, G-protein alpha-i family, H-Ras, ERK1/2, c-Raf-1, IP3 receptor, MAPKAPK2, PKC, cPLA2, HSP27, MEK6(MAP2K6), GRP75, Bcl-XL, MEK1/2, eIF2S1, AKT(PKB), p38 MAPK",1.246E-01,2.542E-01,20,"AKT1, GRB2, H-Ras, ERK1/2, IP3 receptor, BAD, MAPKAPK2, cPLA2, MEK6(MAP2K6), GRP75, Bcl-XL, eIF2S1, AKT(PKB), eIF2AK3, G-protein alpha-i family, PKC, HSP27, C9, PI3K reg class IB (p101), p38 MAPK",
599,Development_WNT/Beta-catenin signaling in the nucleus,62,3.054E-02,9.511E-02,1.416E-01,2.728E-01,15,"LDB1, BAF53, GCN5, MED1, MED12, PYGO2, MEF2, TLE, DOT1, Dsh, WNT, SET8, JNK(MAPK8-10), EP400, p38 MAPK",3.054E-02,9.511E-02,21,"LDB1, Lef-1, GCN5, MED1, MED12, PYGO2, TLE, p15(PAF), DOT1, Dsh, EP400, Tcf(Lef), c-Jun, TBP, MEF2, WNT, SET8, JNK(MAPK8-10), p120-catenin, p38 MAPK, Frizzled",
600,Immune response _CCR3 signaling in eosinophils,77,3.069E-02,9.615E-02,3.069E-02,9.615E-02,21,"MEK1(MAP2K1), CCR3, G-protein alpha-i family, H-Ras, Myosin II, c-Raf-1, PAK1, p67-phox, MyHC, IP3 receptor, Hck, Calmodulin, cPLA2, MRLC, VAV-2, WASP, LIMK2, MELC, PDK (PDPK1), p38 MAPK, MLCK",5.618E-02,1.458E-01,24,"H-Ras, PKC-zeta, Rac1, IP3 receptor, Hck, CCL13, cPLA2, VAV-2, WASP, LIMK2, PDK (PDPK1), MLCK, CCR3, G-protein alpha-i family, Myosin II, PAK1, MyHC, Calmodulin, MEKK1(MAP3K1), MRLC, MELC, PI3K reg class IB (p101), p38 MAPK, Cofilin",
601,Development_VEGF signaling and activation,42,3.076E-02,9.615E-02,3.076E-02,9.615E-02,13,"MEK1(MAP2K1), c-Fos, ESR1 (nuclear), H-Ras, ERK1/2, c-Raf-1, I-kB, PKC, PI3K reg class IA, IKK-beta, AKT(PKB), SP1, E-selectin",7.807E-02,1.832E-01,14,"c-Fos, ESR1 (nuclear), H-Ras, ERK1/2, c-Jun/c-Fos, IKK (cat), I-kB, PI3K reg class IA, AKT(PKB), E-selectin, c-Jun, PKC, IKK-beta, SP1",
602,Transcription_FXR-regulated cholesterol and bile acids cellular transport,42,3.076E-02,9.615E-02,3.076E-02,9.615E-02,13,"SLC22A7, ABCG5, RAR-alpha/RXR-alpha, PXR, SHP, OSTalpha, MDR3, LRH1, ABCG5/ABCG8 heterodimer, PXR/RXR-alpha, ABCG8, SLC10A1, ABCC2",2.340E-01,3.851E-01,12,"ABCG5, LRH1, PXR/RXR-alpha, ABCG8, SLC10A1, SLC22A7, RAR-alpha/RXR-alpha, PXR, OSTalpha, MDR3, ABCG5/ABCG8 heterodimer, ABCC2",
603,Signal transduction_Angiotensin II/ AGTR1 signaling via TGF-beta 1 and SMADs,42,3.076E-02,9.615E-02,3.076E-02,9.615E-02,13,"E-cadherin, SREBP1 (nuclear), GRB2, ERK1/2, AGTR1, FASN, SREBP1 precursor, AP-1, ANP, JNK(MAPK8-10), AKT(PKB), SP1, p38 MAPK",1.412E-01,2.746E-01,13,"SREBP1 (nuclear), GRB2, ERK1/2, FASN, SREBP1 precursor, ANP, AKT(PKB), E-cadherin, AGTR1, AP-1, JNK(MAPK8-10), SP1, p38 MAPK",
604,Immune response_IL-11 signaling via JAK/STAT,34,3.085E-02,9.569E-02,7.432E-02,1.777E-01,10,"A-FABP, gp130, c-Fos, SP-B, STAT3, Bcl-2, RARalpha, Myeloblastin, Pim-3, MYOD",3.085E-02,9.569E-02,13,"gp130, c-Fos, MYF5, SP-B, IL11RA, RARalpha, CYP19, Pim-3, IL-11 receptor, sIL11-RA, Bcl-2, Myeloblastin, MYOD",
605,Development_BMP signaling in cardiac myogenesis,34,3.085E-02,9.569E-02,1.491E-01,2.806E-01,9,"GATA-4, BMP7, ID2, ANP, MEK6(MAP2K6), Bcl-XL, Cyclin D1, p38 MAPK, N-Myc",3.085E-02,9.569E-02,13,"GATA-4, ID2, ACTA1, ANP, MEK6(MAP2K6), Bcl-XL, BMP7, alpha-MHC, TAB1, SMAD1, Cyclin D1, p38 MAPK, N-Myc",
606,Immune response_Platelet activating factor/ PTAFR pathway signaling,55,3.145E-02,9.797E-02,3.145E-02,9.797E-02,16,"STAT2, Calcineurin A (catalytic), G-protein alpha-i family, PKA-reg (cAMP-dependent), NFKBIA, NF-AT, IP3 receptor, STAT3, MAPKAPK2, PI3K reg class IA, PLC-beta, Adenylate cyclase, Clathrin, AKT(PKB), Beta-arrestin1, p38 MAPK",5.910E-02,1.515E-01,18,"Calcineurin A (catalytic), NF-AT1(NFATC2), PKA-reg (cAMP-dependent), IP3 receptor, MAPKAPK2, PI3K reg class IA, PLC-beta, IKK-alpha, Adenylate cyclase, AKT(PKB), STAT2, G-protein alpha-i family, NFKBIA, NF-AT, G-protein alpha-q, Clathrin, Beta-arrestin1, p38 MAPK",
607,Main chemotherapy drugs and their action in SCLC cells,100,3.148E-02,9.797E-02,3.148E-02,9.797E-02,26,"SLC31A1, MEK1(MAP2K1), p38alpha (MAPK14), EGF, G-protein alpha-12 family, Aif, ERK1/2, Cyclin D, c-Raf-1, Glutaredoxin 1, p21, Cytochrome c, p70 S6 kinase1, ErbB2, Bcl-2, MDM2, FAK1, Bcl-XL, Cyclin D1, JNK(MAPK8-10), AKT(PKB), SP1, ABCG2, p70 S6 kinase2, p27KIP1, p38 MAPK",3.354E-01,5.065E-01,25,"SLC31A1, EGF, ERK1/2, p21, Cytochrome c, BAD, ErbB2, IKK-alpha, MDM2, Bcl-XL, AKT(PKB), p27KIP1, G-protein alpha-12 family, Aif, PKC-delta, Cyclin D, p70 S6 kinase1, Bcl-2, FAK1, Cyclin D1, JNK(MAPK8-10), SP1, ABCG2, p70 S6 kinase2, p38 MAPK",
608,Immune response_IL-16 signaling pathway,55,3.148E-02,9.744E-02,6.134E-02,1.551E-01,15,"cPKC (conventional), CCR3, CD9, RAG2, GABP beta1, IP3 receptor, PPP1R12B, PKC, FOXP3, IL-2R beta chain, Skp2/TrCP/FBXW, CCR5, AKT(PKB), p27KIP1, SDF-1",3.148E-02,9.744E-02,19,"IL-16 mature, IP3 receptor, N-terminal IL16, FOXP3, Skp2/TrCP/FBXW, CCR5, AKT(PKB), p27KIP1, IL-2R alpha chain, SDF-1, cPKC (conventional), HSC70, CCR3, CD9, GABP beta1, PPP1R12B, PKC, IL-2R beta chain, IL-16",
609,Regulation of lipid metabolism_Regulation of acetyl-CoA carboxylase 1 activity,18,3.164E-02,9.828E-02,3.164E-02,9.828E-02,7,"ACACA, SREBP1 (nuclear), AMPK beta subunit, AMPK alpha subunit, AMPK gamma subunit, CPT-1A, ACACB",2.104E-01,3.607E-01,6,"SREBP1 (nuclear), AMPK beta subunit, AMPK gamma subunit, CPT-1A, ACACB, AMPK alpha subunit",
610,TNF-alpha-induced inflammatory signaling in normal and asthmatic airway epithelium,38,3.197E-02,9.909E-02,3.197E-02,9.909E-02,12,"MEK1(MAP2K1), CCL17, c-Fos, H-Ras, ERK1/2, c-Raf-1, NFKBIA, I-kB, IKK-beta, STAT6, IL-4, p38 MAPK",7.301E-02,1.744E-01,13,"CCL17, c-Fos, H-Ras, ERK1/2, I-kB, IL-13, IL-4, c-Jun, NFKBIA, MEKK1(MAP3K1), IKK-beta, STAT6, p38 MAPK",
611,Neurophysiological process_ACM regulation of nerve impulse,48,3.202E-02,9.850E-02,4.162E-02,1.199E-01,14,"cPKC (conventional), Calcineurin A (catalytic), CACNA1H, G-protein alpha-i family, G-protein alpha-11, CACNA1C, PKA-reg (cAMP-dependent), G-protein alpha-q/11, ACM1, IP3 receptor, Calmodulin, PKC, PLC-beta, CACNA1I",3.202E-02,9.850E-02,17,"Calcineurin A (catalytic), CACNA1H, PKA-reg (cAMP-dependent), G-protein alpha-q/11, IP3 receptor, PLC-beta, cPKC (conventional), ACM2, G-protein alpha-i family, G-protein alpha-11, CACNA1C, ACM1, Calmodulin, PKC, G-protein alpha-q, CACNA1I, N-type Ca(II) channel alpha1B",
612,Development_Schema: Osteogenic and adipogenic differentiation of mesenchymal stem cells,21,3.256E-02,9.954E-02,3.291E-01,4.917E-01,5,"Insulin processed, BMP7, SHH, Rb protein, IGF-1",3.256E-02,9.954E-02,9,"WNT3A, Insulin processed, Rb protein, BMP7, SHH, WNT1, WNT10B, Parathyroid hormone, IGF-1",
613,Neurophysiological process_NMDA-dependent postsynaptic long-term potentiation in CA1 hippocampal neurons,82,3.269E-02,1.011E-01,3.269E-02,1.011E-01,22,"cAMP-GEFI, GRB2, c-Fos, H-Ras, NR1, ERK1/2, Protein kinase G, PKA-reg (cAMP-dependent), c-Raf-1, Adenylate cyclase type I, Ryanodine receptor 3, p90Rsk, IP3 receptor, GluR2, p70 S6 kinase1, Calmodulin, eNOS, MEK1/2, Guanylate Cyclase 1, soluble, AKT(PKB), PDK (PDPK1), ERK1 (MAPK3)",6.590E-02,1.625E-01,25,"cAMP-GEFI, GRB2, c-Fos, H-Ras, NR1, eIF4E, ERK1/2, PKA-reg (cAMP-dependent), PLC-beta1, IP3 receptor, NMDA receptor, NR2, Guanylate Cyclase 1, soluble, AKT(PKB), PDK (PDPK1), ERK1 (MAPK3), Protein kinase G, Adenylate cyclase type I, GluR2, 4E-BP1, p70 S6 kinase1, Calmodulin, GluR1, eNOS, G-protein alpha-q",
614,Nicotine / Beta-adrenergic signaling in lung cancer,34,3.298E-02,1.013E-01,3.298E-02,1.013E-01,11,"MEK1(MAP2K1), GRB2, G-protein alpha-i family, H-Ras, ERK1/2, PKA-reg (cAMP-dependent), c-Raf-1, G-protein alpha-s, Adenylate cyclase, AKT(PKB), PDK (PDPK1)",1.316E-01,2.614E-01,11,"GRB2, H-Ras, ERK1/2, PKA-reg (cAMP-dependent), BAD, Adenylate cyclase, AKT(PKB), PDK (PDPK1), G-protein alpha-i family, G-protein alpha-s, PI3K reg class IB (p101)",
615,Development_Oligodendrocyte differentiation from adult stem cells,51,3.329E-02,1.013E-01,3.329E-02,1.013E-01,15,"TR-alpha, FGFR3, PDGF-B, OATP-A, ERK1/2, PLP1, MCT8, SHH, p90Rsk, FGFR1, TR-beta, IGF-1 receptor, CNTN6, IGF-1, p38 MAPK",1.003E-01,2.177E-01,16,"TR-alpha, PDGF-B, ERK1/2, PLP1, FGFR1, TR-beta, IGF-1 receptor, FGFR3, OATP-A, MCT8, SHH, MAG, SMAD1, CNTN6, IGF-1, p38 MAPK",
616,Putative pathways of n-3 and n-6 fatty acids in obesity and type 2 diabetes,51,3.329E-02,1.013E-01,3.329E-02,1.013E-01,15,"ACACA, SREBP1 (nuclear), LXR-beta, c-Fos, Adiponectin, PKA-reg (cAMP-dependent), G-protein alpha-q/11, FASN, SREBP1 precursor, COX-1 (PTGS1), G-protein alpha-s, Adenylate cyclase, LXR-alpha, AKT(PKB), GPR120",1.674E-01,3.094E-01,15,"SREBP1 (nuclear), c-Fos, EGR1, PKA-reg (cAMP-dependent), GLUT4, G-protein alpha-q/11, FASN, SREBP1 precursor, Prostacyclin receptor, Adenylate cyclase, AKT(PKB), LXR-beta, Adiponectin, G-protein alpha-s, GPR120",
617,Differences between Langerhans cells and dermal dendritic cells in allergic contact dermatitis,22,3.334E-02,1.013E-01,3.334E-02,1.013E-01,8,"E-cadherin, CD80, MHC class II, ICOS-L, CCR7, CD40(TNFRSF5), SDF-1, CD40L(TNFSF5)",1.065E-01,2.269E-01,8,"MHC class II, ICOS-L, ICOS, SDF-1, E-cadherin, CCR7, CD40(TNFRSF5), TCR alpha/beta",
618,Regulation of Adenylate cyclase and IMPA1 by lithium in major depressive disorder,22,3.334E-02,1.013E-01,3.334E-02,1.013E-01,8,"P2X2, G-protein alpha-i family, PKA-reg (cAMP-dependent), Adenylate cyclase type I, Alpha-2A adrenergic receptor, Adenylate cyclase type II, Adenylate cyclase, GRK2",1.065E-01,2.269E-01,8,"PKA-reg (cAMP-dependent), Adenylate cyclase type II, Adenylate cyclase, GRK2, P2X2, G-protein alpha-i family, Adenylate cyclase type I, Alpha-2A adrenergic receptor",
619,Development_H3K9 demethylases in pluripotency maintenance of stem cells,22,3.334E-02,1.013E-01,3.334E-02,1.013E-01,8,"AKT1, SETDB1, TCL1A, GATA-4, HP1, NANOG, TIF1-beta, AKT(PKB)",4.425E-02,1.255E-01,9,"AKT1, TCL1A, GATA-4, HP1, TIF1-beta, AKT(PKB), SETDB1, T brachyury protein, NANOG",
620,Cell cycle_Initiation of mitosis,26,3.389E-02,1.021E-01,3.389E-02,1.021E-01,9,"p90RSK1, AP-2A, USF1, CDK7, Cyclin H, Wee1, CAK complex, AKT(PKB), MAT1",5.294E-02,1.415E-01,10,"USF1, CDK7, Wee1, CAK complex, AKT(PKB), c-Myc, AP-2A, Cyclin H, Kinase MYT1, MAT1",
621,Pioglitazone and Rosiglitazone in treatment of type 2 diabetes and metabolic syndrome X,26,3.389E-02,1.021E-01,3.389E-02,1.021E-01,9,"A-FABP, Adiponectin, Insulin processed, ABCG1, GPD1, RXRA, CD36, Insulin receptor, LXR-alpha",1.168E-01,2.422E-01,9,"Insulin processed, ABCG1, GLUT4, Resistin, Insulin receptor, Adiponectin, GPD1, RXRA, CD36",
622,CAR signaling via cross-talk / Human Version,26,3.389E-02,1.021E-01,3.389E-02,1.021E-01,9,"CYP2C8, SREBP1 (nuclear), CAR/RXR-alpha, ESR1 (nuclear), G6PT, RXRA, CAR, ACOX1, CYP3A4",3.795E-01,5.508E-01,7,"SREBP1 (nuclear), ESR1 (nuclear), CAR, ACOX1, CAR/RXR-alpha, RXRA, CYP2B6",
623,Chemotaxis_CXCR3-A signaling,69,3.513E-02,1.048E-01,3.513E-02,1.048E-01,19,"MIG, GRB2, ROR-gamma, Granzyme B, H-Ras, ERK1/2, c-Raf-1, p90RSK1, IP3 receptor, Calmodulin, CD3, FAK1, Occludin, MEK1/2, Clathrin, AKT(PKB), Beta-arrestin1, PDK (PDPK1), GRK2",8.786E-02,1.999E-01,21,"GRB2, Granzyme B, H-Ras, ERK1/2, Perforin, Rac1, IP3 receptor, ZAP70, AKT(PKB), PDK (PDPK1), GRK2, ROR-gamma, LAT, CXCR3, Calmodulin, FAK1, Occludin, Clathrin, Beta-arrestin1, PI3K reg class IB (p101), TCR alpha/beta",
624,Mitogenic action of ESR1 (membrane) in breast cancer,47,3.515E-02,1.048E-01,3.515E-02,1.048E-01,14,"c-Fos, ESR1 (nuclear), H-Ras, ERK1/2, ErbB3, ESR1 (membrane), c-Raf-1, ErbB2, IGF-1 receptor, MEK1/2, Cyclin D1, AKT(PKB), PDK (PDPK1), p27KIP1",2.608E-01,4.191E-01,13,"c-Fos, ESR1 (nuclear), H-Ras, ERK1/2, ErbB3, ESR1 (membrane), ErbB2, IGF-1 receptor, AKT(PKB), PDK (PDPK1), p27KIP1, c-Myc, Cyclin D1",
625,Development_Mu-type opioid receptor signaling,38,3.535E-02,1.061E-01,2.412E-01,3.913E-01,9,"Tuberin, G-protein alpha-i family, IP3 receptor, p70 S6 kinase1, VAV-2, 4E-BP2, JNK(MAPK8-10), AKT(PKB), PDK (PDPK1)",3.535E-02,1.061E-01,14,"Tuberin, Rac1, IP3 receptor, VAV-2, 4E-BP2, AKT(PKB), PDK (PDPK1), G-protein alpha-i family, MKK7 (MAP2K7), 4E-BP1, p70 S6 kinase1, MEKK1(MAP3K1), JNK(MAPK8-10), PI3K reg class IB (p101)",
626,Immune response_Role of integrins in NK cells cytotoxicity,38,3.535E-02,1.061E-01,6.970E-02,1.699E-01,11,"MEK1(MAP2K1), GRB2, c-Fos, NKG2A, H-Ras, c-Raf-1, PAK1, ICAM3, SHP-1, p38 MAPK, ERK1 (MAPK3)",3.535E-02,1.061E-01,14,"GRB2, c-Fos, NKG2A, H-Ras, Rac1, SHP-1, FasL(TNFSF6), ERK1 (MAPK3), PAK1, Paxillin, MEKK1(MAP3K1), SHP-2, ICAM3, p38 MAPK",
627,Development_Schema: Embryonal myogenesis,12,3.581E-02,1.073E-01,1.583E-01,2.930E-01,4,"SHH, FGFR1, DLL1, SDF-1",3.581E-02,1.073E-01,6,"WNT3A, FGFR1, DLL1, SDF-1, SHH, WNT1",
628,HGF signaling in melanoma,39,3.880E-02,1.141E-01,3.880E-02,1.141E-01,12,"MEK1(MAP2K1), E-cadherin, GAB1, ERK1/2, RXRA, PI3K reg class IA (p85), Bcl-XL, Cyclin D1, JNK(MAPK8-10), Plakoglobin, AKT(PKB), p38 MAPK",1.588E-01,2.975E-01,12,"GAB1, ERK1/2, EGR1, PI3K reg class IA (p85), Bcl-XL, AKT(PKB), E-cadherin, RXRA, Cyclin D1, JNK(MAPK8-10), Plakoglobin, p38 MAPK",
629,Role of TNF-alpha in type 2 diabetes in skeletal muscle cells,42,3.951E-02,1.165E-01,1.256E-01,2.543E-01,11,"MEK1(MAP2K1), TIMP3, Insulin processed, Esrra, AMPK alpha subunit, NFKBIA, CPT-1A, ACACB, Insulin receptor, IKK-beta, PP2C alpha",3.951E-02,1.165E-01,15,"TIMP3, Insulin processed, IRS-1, Esrra, CPT-1A, p38beta (MAPK11), ACACB, Insulin receptor, PKC-delta, AMPK alpha subunit, PTP-1B, NFKBIA, MEKK1(MAP3K1), IKK-beta, PP2C alpha",
630,Development_c-Kit ligand signaling pathway during hemopoiesis,61,4.016E-02,1.174E-01,4.016E-02,1.174E-01,17,"GRB2, H-Ras, ERK1/2, VEGFR-1, c-Raf-1, MGF, p90Rsk, IP3 receptor, STAT3, PI3K reg class IA (p85), p70 S6 kinase1, MEK1/2, SHP-1, AKT(PKB), PDK (PDPK1), p27KIP1, SDF-1",1.366E-01,2.675E-01,18,"GRB2, H-Ras, ERK1/2, Rac1, IP3 receptor, BAD, PI3K reg class IA (p85), SHP-1, AKT(PKB), PDK (PDPK1), p27KIP1, SDF-1, VEGFR-1, MGF, Paxillin, p70 S6 kinase1, SHP-2, FOXO3A",
631,Stellate cells activation and liver fibrosis,70,4.029E-02,1.174E-01,4.029E-02,1.174E-01,19,"MEK1(MAP2K1), PDGF-B, GRB2, c-Fos, TRAF2, H-Ras, c-Raf-1, TRADD, SHH, DAB2, SARA, Dsh, I-kB, PI3K reg class IA (p85), IL-1RI, Cyclin D1, AKT(PKB), SP1, ERK1 (MAPK3)",6.034E-02,1.529E-01,22,"PDGF-B, GRB2, c-Fos, WNT3A, H-Ras, IKK (cat), TRADD, DAB2, Dsh, I-kB, PI3K reg class IA (p85), MyD88, IL-1RI, AKT(PKB), ERK1 (MAPK3), TRAF2, Tcf(Lef), SHH, SARA, Cyclin D1, SP1, Frizzled",
632,Signal transduction_PDGF signaling via PI3K/AKT and NFkB pathways,70,4.029E-02,1.174E-01,4.029E-02,1.174E-01,19,"PDK1, PDGF-B, GRB2, c-Fos, K-RAS, ERK1/2, YB-1, Thrombomodulin, DDX5, NFKBIA, PI3K reg class IA (p85), Calmodulin, PTEN, HXK2, Cyclin D1, AKT(PKB), SP1, PDK (PDPK1), p27KIP1",6.034E-02,1.529E-01,22,"PDGF-B, GRB2, c-Fos, ERK1/2, Thrombomodulin, IKK (cat), Rac1, PI3K reg class IA (p85), HXK2, AKT(PKB), PDK (PDPK1), p27KIP1, c-Myc, K-RAS, c-Jun, DDX5, NFKBIA, Calmodulin, MYH11, PTEN, Cyclin D1, SP1",
633,Altered Ca2+ handling in heart failure,35,4.047E-02,1.174E-01,4.047E-02,1.174E-01,11,"Phospholamban, IPP-1, Calcineurin A (catalytic), PP1-cat, G-protein alpha-i family, CACNA1C, G-protein alpha-s, Calmodulin, PDE4D, Adenylate cyclase, GRK2",1.543E-01,2.909E-01,11,"Calcineurin A (catalytic), PP1-cat, S100A1, PDE4D, Adenylate cyclase, GRK2, IPP-1, G-protein alpha-i family, CACNA1C, G-protein alpha-s, Calmodulin",
634,Development_Extraembryonic differentiation of embryonic stem cells,35,4.047E-02,1.174E-01,4.047E-02,1.174E-01,11,"GATA-3, GATA-4, BMP7, CD9, ID2, MSX-2, Vitronectin, SOX2, CGB3, AFP, HNF3-alpha",8.186E-02,1.900E-01,12,"GATA-4, ID2, MSX-2, GCMA, HEY1, GATA-3, BMP7, CD9, Vitronectin, SOX2, SMAD1, HNF3-alpha",
635,Role of Tissue factor in cancer independent of coagulation protease signaling,35,4.047E-02,1.174E-01,4.047E-02,1.174E-01,11,"MEK1(MAP2K1), GRB2, H-Ras, ERK1/2, c-Raf-1, PAK1, Coagulation factor VII, FAK1, AKT(PKB), p38 MAPK, ERK1 (MAPK3)",2.624E-01,4.191E-01,10,"GRB2, H-Ras, ERK1/2, Coagulation factor VII, Rac1, AKT(PKB), ERK1 (MAPK3), PAK1, FAK1, p38 MAPK",
636,Role of keratinocytes and Langerhans cells in skin sensitization,25,4.063E-02,1.189E-01,2.937E-01,4.507E-01,6,"E-cadherin, MHC class II, CCR7, I-kB, CARD5, IL-1RI",4.063E-02,1.189E-01,10,"MHC class II, IKK (cat), CARD8, I-kB, MyD88, CARD5, IL-1RI, E-cadherin, CCR7, c-Jun",
637,K-RAS signaling in lung cancer,48,4.162E-02,1.199E-01,4.162E-02,1.199E-01,14,"MEK1(MAP2K1), E-cadherin, K-RAS, PDCD4, ERK1/2, c-Raf-1, BTG2, RhoB, PI3K reg class IA (p85), Amphiregulin, PTEN, JNK(MAPK8-10), AKT(PKB), PDK (PDPK1)",6.236E-02,1.570E-01,16,"ERK1/2, Rac1, PI3K reg class IA (p85), Amphiregulin, FasL(TNFSF6), AKT(PKB), PDK (PDPK1), E-cadherin, K-RAS, PDCD4, c-Jun, BTG2, RhoB, PTEN, MEKK1(MAP3K1), JNK(MAPK8-10)",
638,SHH signaling in colorectal cancer,31,4.189E-02,1.199E-01,4.189E-02,1.199E-01,10,"MEK1(MAP2K1), E-cadherin, AKT1, K-RAS, SHH, p21, WNT, Bcl-2, HIP, SUFU",1.487E-01,2.853E-01,10,"AKT1, p21, c-Myc, SUFU, E-cadherin, K-RAS, SHH, WNT, Bcl-2, Frizzled",
639,NETosis in SLE,31,4.189E-02,1.199E-01,4.189E-02,1.199E-01,10,"ERK1/2, p67-phox, HP1 beta, PERM, PKC, DNase I, IFN-alpha, CAMP, Alpha-defensin, p38 MAPK",4.118E-01,5.797E-01,8,"ERK1/2, IFN-alpha, HP1 beta, PERM, PKC, DNase I, CAMP, p38 MAPK",
640,Neutrophil adhesion and transendothelial migration in asthma,31,4.189E-02,1.199E-01,4.189E-02,1.199E-01,10,"Substance P extracellular region, H-Ras, ERK1/2, c-Raf-1, ITGAM, CD34, cPLA2, MEK1/2, ERK1 (MAPK3), E-selectin",4.118E-01,5.797E-01,8,"Substance P extracellular region, H-Ras, ERK1/2, CD34, cPLA2, ERK1 (MAPK3), E-selectin, ITGAM",
641,TLRs-mediated IFN-alpha production by plasmacytoid dendritic cells in SLE,53,4.204E-02,1.228E-01,4.582E-02,1.270E-01,15,"SSH3, Sec24C, U1-70K, RNU1-1, p70 S6 kinase1, IFN-alpha, IKK-beta, IRF5, CAMP, 4E-BP2, TAB2, AKT(PKB), PDK (PDPK1), p70 S6 kinase2, Alpha-defensin",4.204E-02,1.228E-01,18,"SSH3, MyD88, TIAF1, IKK-alpha, IFN-alpha, 4E-BP2, TAB2, AKT(PKB), PDK (PDPK1), Sec24C, U1-70K, 4E-BP1, p70 S6 kinase1, IKK-beta, IRF5, CAMP, TAB1, p70 S6 kinase2",
642,Development_Alpha-1 adrenergic receptors signaling via Cyclic AMP,19,4.247E-02,1.205E-01,4.247E-02,1.205E-01,7,"PKA-reg (cAMP-dependent), Sirtuin1, FOXO4, G-protein alpha-s, Adenylate cyclase, Alpha-1A adrenergic receptor, p27KIP1",4.787E-02,1.319E-01,8,"PKA-reg (cAMP-dependent), Adenylate cyclase, p27KIP1, Sirtuin1, FOXO4, G-protein alpha-s, Alpha-1A adrenergic receptor, FOXO3A",
643,Anti-apoptotic pathways in endoplasmic reticulum stress response in multiple myeloma,19,4.247E-02,1.205E-01,4.247E-02,1.205E-01,7,"eIF2AK3, XBP1, PP1-cat, Bcl-2, eIF2S1, IRE1, p38 MAPK",1.201E-01,2.474E-01,7,"XBP1, PP1-cat, eIF2S1, IRE1, eIF2AK3, Bcl-2, p38 MAPK",
644,HCV-dependent cytoplasmic signaling leading to HCC,27,4.290E-02,1.205E-01,4.290E-02,1.205E-01,9,"MEK1(MAP2K1), ERK1/2, c-Raf-1, PKC, MKP-1, eIF2S1, AKT(PKB), PDK (PDPK1), p38 MAPK",6.748E-02,1.646E-01,10,"ERK1/2, BAD, eIF2S1, AKT(PKB), PDK (PDPK1), c-Jun, 14-3-3 beta/alpha, PKC, MKP-1, p38 MAPK",
645,CAR signaling via cross-talk / Rodent version,27,4.290E-02,1.205E-01,4.290E-02,1.205E-01,9,"CYP2C8, SREBP1 (nuclear), CAR/RXR-alpha, ESR1 (nuclear), G6PT, RXRA, CAR, ACOX1, CYP3A4",4.212E-01,5.885E-01,7,"SREBP1 (nuclear), ESR1 (nuclear), CAR, ACOX1, CAR/RXR-alpha, RXRA, CYP2B6",
