Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,transformed_FC,,,,rna_all_FC,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
1257,Transport_Alpha-2 adrenergic receptor regulation of ion channels,47,3.788E-01,4.567E-01,3.788E-01,4.567E-01,18,"PKC-zeta, PKA-reg (cAMP-dependent), G-protein alpha-i2, PI3K cat class IB (p110-gamma), IP3 receptor, G-protein alpha-i1, Sorcin, G-protein beta/gamma, AKT(PKB), G-protein alpha-i family, G-protein alpha-o, G-protein alpha-i3, PKC, G-protein alpha-q, N-type Ca(II) channel alpha1B, PLC-beta3, PKA-cat (cAMP-dependent), PLC-beta2",6.678E-01,7.776E-01,14,"G-protein alpha-i2, PI3K cat class IB (p110-gamma), IP3 receptor, G-protein alpha-i1, Sorcin, G-protein beta/gamma, AKT(PKB), G-protein alpha-i family, G-protein alpha-o, G-protein alpha-i3, PKC, PLC-beta3, PKA-cat (cAMP-dependent), PLC-beta2",
1258,Influence of low doses of Arsenite on Glucose stimulated Insulin secretion in pancreatic cells,36,3.794E-01,4.570E-01,3.794E-01,4.570E-01,14,"SOD2, ATF-4, Syntaxin 1A, SOD1, Catalase, VAMP2, Thioredoxin, Heme oxygenase 1, KEAP1, SRX1, GCL reg, PRDX1, GCL cat, NRF2",7.526E-01,8.621E-01,10,"SOD2, SNAP-25, Catalase, VAMP2, Heme oxygenase 1, KEAP1, SRX1, GCL reg, GCL cat, NRF2",
1259,Neurophysiological process_HTR1A receptor signaling in neuronal cells,43,3.849E-01,4.686E-01,4.465E-01,5.353E-01,16,"Kir3.4, PP1-cat, PKA-reg (cAMP-dependent), PI3K cat class IB (p110-gamma), PLC-beta, Adenylate cyclase, MAP2, MEK2(MAP2K2), G-protein beta/gamma, ERK2 (MAPK1), G-protein alpha-i family, P/Q-type calcium channel alpha-1A subunit, GluR1, N-type Ca(II) channel alpha1B, PI3K reg class IB (p101), PKA-cat (cAMP-dependent)",3.849E-01,4.686E-01,15,"Kir3.4, PP1-cat, c-Raf-1, PI3K cat class IB (p110-gamma), PLC-beta, Adenylate cyclase, MAP2, MEK2(MAP2K2), G-protein beta/gamma, ERK2 (MAPK1), MEK1(MAP2K1), G-protein alpha-i family, P/Q-type calcium channel alpha-1A subunit, HTR1A, PKA-cat (cAMP-dependent)",
1260,Possible influence of low doses of Arsenite on glucose uptake in muscle,28,3.917E-01,4.706E-01,3.917E-01,4.706E-01,11,"IRS-2, IRS-1, MEF2C, PKC-zeta, GLUT4, PI3K reg class IA, AKT(PKB), PI3K cat class IA, PTGIS, PKC-lambda/iota, mTOR",7.085E-01,8.160E-01,8,"IRS-2, MEF2C, PI3K reg class IA, AKT(PKB), PI3K cat class IA, PTGIS, PKC-lambda/iota, mTOR",
1261,Regulation of lipid metabolism_FXR-dependent negative-feedback regulation of bile acids concentration,31,3.926E-01,4.764E-01,9.030E-01,1.000E+00,8,"CYP8B1, FXR, CYP2B6, SULT2A1, BAAT, CYP7A1, HNF4-alpha, FGF19",3.926E-01,4.764E-01,11,"CYP3A4, PON1, CYP8B1, FXR, SHP, SULT2A1, BAAT, LXR-alpha, CYP7A1, HNF4-alpha, FGF19",
1262,Transport_Low density lipoproteins assembly and remodeling,34,4.167E-01,5.003E-01,4.167E-01,5.003E-01,13,"LIPC (HL), APOC2, VLDL1 remnant, CETP, IDL1, IDL2, APOB, Large LDL, VLDL1, MTP, VLDL2, Small LDL, LPL",8.911E-01,9.920E-01,8,"LIPC (HL), APOA5, CETP, APOB, Large LDL, MTP, Small LDL, LPL",
1263,Immune response_Inhibitory action of lipoxins on superoxide production induced by IL-8 and Leukotriene B4 in neutrophils,50,4.191E-01,5.061E-01,5.049E-01,5.989E-01,18,"PLD1, gp91-phox, PKC-zeta, Rac2, PI3K cat class IB (p110-gamma), p47-phox, IP3 receptor, G-protein beta/gamma, FPRL1, G-protein alpha-15, Cytochrome b-558, p22-phox, IL-8, G-protein alpha-i family, PPAPDC2, PKC-alpha, PI3K reg class IB (p101), PLC-beta2",4.191E-01,5.061E-01,17,"PLD1, gp91-phox, Rac2, PI3K cat class IB (p110-gamma), p47-phox, IP3 receptor, G-protein beta/gamma, FPRL1, G-protein alpha-15, Cytochrome b-558, p22-phox, IL-8, G-protein alpha-i family, PPAPDC2, p67-phox, PKC-alpha, PLC-beta2",
1264,Development_Oxytocin receptor signaling,41,4.292E-01,5.178E-01,4.836E-01,5.765E-01,15,"MEF2C, G-protein alpha-q/11, PLC-beta1, IP3 receptor, OTR, G-protein beta/gamma, Guanylate Cyclase 1, soluble, cPKC (conventional), iNOS, OT, CSX (Nkx2.5), nNOS, Calmodulin, PLC-beta3, PLC-beta2",4.292E-01,5.178E-01,14,"MEF2C, G-protein alpha-q/11, IP3 receptor, OTR, G-protein beta/gamma, Guanylate Cyclase 1, soluble, cPKC (conventional), iNOS, OT, CSX (Nkx2.5), nNOS, Calmodulin, PLC-beta3, PLC-beta2",
1265,O-glycan biosynthesis,63,4.416E-01,5.316E-01,8.336E-01,9.476E-01,19,"GALNTL2, GALNT12, G6NT, B4GT1, GALNT11, GCNT3, GCNT2, GALNT13, GALNT1, B4GT2, B3GT2, SIAT4B, B3GT4, GALNT9, GALNT2, C1GALT1, B3GT1, GALNT14, GALNT3",4.416E-01,5.316E-01,21,"GALNT15, GALNT5, GALNTL2, GALNT12, G6NT, B4GT1, GCNT3, GCNT2, GALNT13, GALNT1, B4GT2, B3GT2, SIAT4B, B3GT4, GALNT9, GALNT2, C1GALT1, B3GT1, SIA7A, GALNT14, GALNT3",
1266,Impaired inhibitory action of lipoxins on ROS production in neutrophils in CF,54,4.532E-01,5.446E-01,5.510E-01,6.485E-01,19,"PLD1, gp91-phox, PKC-zeta, Rac2, PI3K cat class IB (p110-gamma), p47-phox, IP3 receptor, SOD1, G-protein beta/gamma, FPRL1, G-protein alpha-15, Cytochrome b-558, p22-phox, IL-8, G-protein alpha-i family, PPAPDC2, PKC-alpha, PI3K reg class IB (p101), PLC-beta2",4.532E-01,5.446E-01,18,"PLD1, gp91-phox, Rac2, PI3K cat class IB (p110-gamma), p47-phox, IP3 receptor, G-protein beta/gamma, FPRL1, G-protein alpha-15, Cytochrome b-558, p22-phox, IL-8, G-protein alpha-i family, CFTR, PPAPDC2, p67-phox, PKC-alpha, PLC-beta2",
1267,microRNA in Prostate Cancer,51,4.574E-01,5.488E-01,5.460E-01,6.441E-01,18,"CD44, WNT3A, ROCK1, Bak, PKC-epsilon, GLSK, EZH2, DROSHA, c-Myc, Dicer, eIF2C1 (Argonaute-1), CDK6, Exportin 5, Tropomyosin-1, DGCR8, HDAC1, p53, Bim",4.574E-01,5.488E-01,17,"CD44, ROCK1, PKC-epsilon, microRNA 126, GLSK, EZH2, DROSHA, eIF2C1 (Argonaute-1), CDK6, Exportin 5, microRNA 221, microRNA 34c, Tropomyosin-1, DGCR8, HDAC1, p53, Bim",
1268,dATP/dITP metabolism,94,4.587E-01,5.495E-01,4.587E-01,5.495E-01,34,"DNA polymerase zeta, RRM2, KPYR, 5'-NTD, POLA1, DNA polymerase alpha/primase, AK3, XRN2, 8ODP, AK2, PPA5, DGUOK, POLD reg (p68), Ribonucleotide reductase, POLE3 (YBL1), RRM1, AK1, PKM2, ITPA, POLE4, NDPK 7, AK5, ADA, DNA polymerase beta, POLE2, POLD cat (p125), ADSL, 5'-NT1B, DNA polymerase theta, PNPH, POLA2, POLG cat, Small RR subunit, DCK",6.147E-01,7.225E-01,29,"DNA polymerase zeta, RRM2, KPYR, 5'-NTD, POLA1, AK3, XRN2, 8ODP, AK2, PPA5, DGUOK, POLD reg (p68), Ribonucleotide reductase, RRM1, PKM2, ITPA, POLE4, NDPK 7, AK5, ADA, DNA polymerase beta, POLD cat (p125), ADSL, 5'-NT1B, DNA polymerase theta, PNPH, POLA2, Small RR subunit, DCK",
1269,Action of lithium on synaptic transmission and autophagy,35,4.667E-01,5.581E-01,4.667E-01,5.581E-01,13,"SMIT, IMPA1, PP2A regulatory, PKA-reg (cAMP-dependent), Beta-arrestin2, Adenylate cyclase type VII, GSK3 beta, PLC-beta, Adenylate cyclase, Dopamine D2 receptor, PP2A catalytic, PKC-alpha, PKA-cat (cAMP-dependent)",5.808E-01,6.858E-01,11,"IMPA1, PP2A regulatory, Beta-arrestin2, Adenylate cyclase type VII, GSK3 beta, PLC-beta, Adenylate cyclase, Dopamine D2 receptor, PP2A catalytic, PKC-alpha, PKA-cat (cAMP-dependent)",
1270,Nicotine signaling (general schema),21,4.705E-01,5.622E-01,4.705E-01,5.622E-01,8,"mGluR1, GABA-A receptor, nAChR, nAChR alpha-7, nAChR alpha-5, nAChR beta-4, HTR3, nAChR alpha-3",5.206E-01,6.186E-01,7,"mGluR1, GABA-A receptor, nAChR alpha-7, nAChR alpha-5, nAChR beta-4, HTR3, nAChR alpha-3",
1271,Muscle contraction_Role of kappa-type opioid receptor in heart,33,4.886E-01,5.840E-01,6.513E-01,7.577E-01,11,"Beta-3 adrenergic receptor, PKC-epsilon, IP3 receptor, PLC-beta, Adenylate cyclase, G-protein beta/gamma, G-protein alpha-i family, Dynorphin A(1-13), Kappa-type opioid receptor, Beta-2 adrenergic receptor, Beta-1 adrenergic receptor",4.886E-01,5.840E-01,11,"Beta-3 adrenergic receptor, PKC-epsilon, IP3 receptor, PLC-beta, Adenylate cyclase, G-protein beta/gamma, G-protein alpha-i family, Dynorphin A(1-13), Kappa-type opioid receptor, Beta-2 adrenergic receptor, Beta-1 adrenergic receptor",
1272,Insulin-dependent stimulation of SREBP-1 in type 2 diabetes in liver,27,4.918E-01,5.848E-01,4.918E-01,5.848E-01,10,"IRS-2, IRS-1, S2P, INSIG2, INSIG1, PI3K reg class IA (p85-alpha), S1P, PKC-beta, PI3K cat class IA (p110-alpha), PKC-lambda/iota",5.028E-01,5.994E-01,9,"IRS-2, S2P, INSIG1, PI3K reg class IA (p85-alpha), S1P, PKC-beta, PI3K cat class IA (p110-alpha), PKC-lambda/iota, LXR-alpha",
1273,Transport_Aldosterone-mediated regulation of ENaC sodium transport,30,4.954E-01,5.911E-01,7.817E-01,8.926E-01,9,"GCR, SGK1, MEK1/2, ERK2 (MAPK1), AKT(PKB), MCR, PI3K cat class IA (p110-alpha), ICMT, NEDD4L",4.954E-01,5.911E-01,10,"GCR, SGK1, c-Raf-1, MEK1/2, ERK2 (MAPK1), AKT(PKB), MCR, PI3K cat class IA (p110-alpha), ICMT, NEDD4L",
1274,"Regulation of lipid metabolism_RXR-dependent regulation of lipid metabolism via PPAR, RAR and VDR",30,5.006E-01,5.944E-01,5.006E-01,5.944E-01,11,"RARbeta, PPAR-alpha, CYP24A1, CYP19, ACADM, PPAR-gamma, ACSL1, NCOA2 (GRIP1/TIF2), APOA1, ADHG, APOC3",6.494E-01,7.574E-01,9,"RARbeta, PPAR-alpha, CYP24A1, ACADM, PPAR-gamma, NCOA2 (GRIP1/TIF2), SHP, APOA1, ADHG",
1275,Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells,30,5.006E-01,5.944E-01,5.006E-01,5.944E-01,11,"SOD2, Bax, Caspase-3, FasL(TNFSF6), nAChR alpha-7, nAChR beta-2, nAChR alpha-6, nAChR beta-4, GPX1, nAChR alpha-3, FasR(CD95)",6.494E-01,7.574E-01,9,"SOD2, Bax, Caspase-3, nAChR alpha-7, nAChR beta-3, nAChR beta-4, GPX1, nAChR alpha-3, FasR(CD95)",
1276,Prolactin signaling in Prostate Cancer,33,5.087E-01,6.025E-01,5.087E-01,6.025E-01,12,"STAT5A, PKC-epsilon, STAT5B, c-Src, JAK2, c-Jun, PDHA (somatic), AP-1, PDH alpha, PLC-gamma, ACON, Prolactin",8.697E-01,9.740E-01,8,"STAT5A, PKC-epsilon, STAT5B, c-Src, JAK2, PDH alpha, PLC-gamma, Prolactin",
1277,Statin action on the PI3K/ Akt pathway in COPD,36,5.161E-01,6.103E-01,5.161E-01,6.103E-01,13,"Apo-2L(TNFSF10), PI3K reg class IA, FKHR, HMDH, FasL(TNFSF6), AKT(PKB), HSP90, RhoA, PI3K cat class IA, ROCK, FOXO3A, Bim, mTOR",6.240E-01,7.311E-01,11,"Apo-2L(TNFSF10), PI3K reg class IA, FKHR, HMDH, AKT(PKB), HSP90, RhoA, PI3K cat class IA, ROCK, Bim, mTOR",
1278,Mitochondrial dysfunction in neurodegenerative diseases,59,5.226E-01,6.175E-01,5.226E-01,6.175E-01,21,"SDHA, mGluR1, MPTP complex, SOD2, mGluR5, IP3 receptor, Hap-1, Bax, SOD1, PLC-beta, SDHB, VDAC 1, UCP3, ANT, Dopamine D2 receptor, G3P2, ODP2, ACON, TGM2, PSD-95, G-protein alpha-q",9.325E-01,1.000E+00,14,"SDHA, mGluR1, SOD2, mGluR5, IP3 receptor, Bax, PLC-beta, SDHB, VDAC 1, UCP3, Dopamine D2 receptor, ODP2, TGM2, PSD-95",
1279,TTP metabolism,68,5.379E-01,6.352E-01,5.379E-01,6.352E-01,24,"Thymidylate kinase, DNA polymerase zeta, POLA1, DNA polymerase alpha/primase, XRN2, BUP1, DPYD, TYSY, TK1, POLD reg (p68), PD-ECGF (TdRPase), POLE3 (YBL1), TK2, POLE4, NDPK 7, UDP, DNA polymerase beta, POLE2, POLD cat (p125), NT5M, DNA polymerase theta, DPYS, POLA2, POLG cat",7.049E-01,8.137E-01,20,"Thymidylate kinase, DNA polymerase zeta, POLA1, XRN2, BUP1, DPYD, TYSY, TK1, POLD reg (p68), PD-ECGF (TdRPase), TK2, POLE4, NDPK 7, UDP, DNA polymerase beta, POLD cat (p125), NT5M, DNA polymerase theta, DPYS, POLA2",
1280,Neurophysiological process_Role of CDK5 in presynaptic signaling,28,5.474E-01,6.448E-01,5.474E-01,6.448E-01,10,"CDK5R1 (p35), CDK5, Syntaxin 1A, SYNJ1, Dynamin-1, VAMP2, MUNC18, P/Q-type calcium channel alpha-1A subunit, Beta-adaptin 2, Endophilin A1",5.542E-01,6.570E-01,9,"CDK5R1 (p35), CDK5, SNAP-25, SYNJ1, Dynamin-1, VAMP2, P/Q-type calcium channel alpha-1A subunit, Beta-adaptin 2, Endophilin A1",
1281,GLP-1 in inhibition of insulin secretion in type 2 diabetes,28,5.474E-01,6.448E-01,5.474E-01,6.448E-01,10,"GLP-1 (7-36) amide, PKC-zeta, GLP-1 receptor, IGF-2, GLP-1 (7-37), Kv2.1, EGFR, Adenylate cyclase type VIII, Calmodulin, Betacellulin",5.542E-01,6.570E-01,9,"GLP-1 (7-36) amide, GLP-1 receptor, IGF-2, GLP-1 (7-37), Kv2.1, EGFR, Adenylate cyclase type VIII, Calmodulin, Betacellulin",
1282,Influence of low doses of Arsenite on glucose uptake in adipocytes,31,5.533E-01,6.508E-01,5.533E-01,6.508E-01,11,"IRS-2, IRS-1, PKC-zeta, GLUT4, PI3K reg class IA, AKT(PKB), PPAR-gamma, Tubulin (in microtubules), PI3K cat class IA, KIF3B, PKC-lambda/iota",8.168E-01,9.251E-01,8,"IRS-2, PI3K reg class IA, AKT(PKB), PPAR-gamma, Tubulin (in microtubules), A-FABP, PI3K cat class IA, PKC-lambda/iota",
1283,wtCFTR and deltaF508-CFTR traffic / Generic schema (normal and CF),38,5.711E-01,6.760E-01,7.339E-01,8.433E-01,12,"PIST (CAL), Ubiquitin, Rab-7, Syntaxin 12, VAMP2, Syntaxin 6, Hrs, Rab-27A, Syntaxin 8, Rab-5A, Rab-9, STAM2",5.711E-01,6.760E-01,12,"PIST (CAL), SNAP-25, Ubiquitin, Syntaxin 12, VAMP2, Syntaxin 6, Hrs, Rab-27A, CFTR, Syntaxin 8, Rab-5A, Rab-9",
1284,N-Glycan biosynthesis p2,43,5.735E-01,6.734E-01,5.735E-01,6.734E-01,15,"MA1B1, GANAB, B4GT1, GNT-III, B4GT4, MGAT2, MA1A2, B4GT5, MA1A1, B4GT2, MGAT4B, GNT-V, GCS1, MGAT1, MA2A1",6.419E-01,7.509E-01,13,"GANAB, B4GT1, GNT-III, B4GT4, MGAT2, MA1A2, B4GT5, MA1A1, B4GT2, MGAT4B, GNT-V, MGAT1, MA2A1",
1285,Transcription_Role of the non-genomic action of Retinoic acid and phosphorylation of Retinoic acid receptors in the initiation of transcription,35,5.808E-01,6.858E-01,6.070E-01,7.099E-01,12,"RARbeta, STRA6, RBP4, c-Src, PKC-delta, CYP26A1, Flotillin-2, G-protein alpha-q, XPB, Vinexin, p38 MAPK, PKA-cat (cAMP-dependent)",5.808E-01,6.858E-01,11,"p38alpha (MAPK14), RARbeta, STRA6, RBP4, c-Src, CYP26A1, Flotillin-2, XPB, Vinexin, p38 MAPK, PKA-cat (cAMP-dependent)",
1286,Keratan sulfate metabolism p.1,35,5.808E-01,6.858E-01,7.361E-01,8.451E-01,11,"B4GT1, B4GT4, B3GN6, B4GT5, CHST3, B4GT2, CHST2, B3GN7, SIAT6, CHST6, B3GN1",5.808E-01,6.858E-01,11,"B4GT1, B4GT4, B3GN6, B4GT5, CHST3, B4GT2, CHST2, B3GN7, SIAT6, CHST6, B3GN1",
1287,Immune response_PD-1-induced metabolic changes in T cells,49,5.820E-01,6.828E-01,5.820E-01,6.828E-01,17,"Casein kinase II, alpha chains, PD-L2, SLC38A2, ERK1/2, CD28, PI3K reg class IA (p85), ZAP70, Fyn, AKT(PKB), IL-2, PI3K cat class IA, Lck, Csk, SHP-2, CD3 zeta, PD-1, PD-L1",6.222E-01,7.302E-01,15,"Casein kinase II, alpha chains, PD-L2, SLC38A2, ERK1/2, CD28, PI3K reg class IA (p85), Fyn, AKT(PKB), IL-2, PI3K cat class IA, Lck, Csk, CD3 zeta, PD-1, PD-L1",
1288,HBV regulation of DNA repair and apoptosis leading to HCC,14,5.830E-01,6.835E-01,5.830E-01,6.835E-01,5,"TERT, DDB1, XPB, p53, XPD",6.970E-01,8.052E-01,4,"AFP, TERT, XPB, p53",
1289,"Nicotine signaling in dopaminergic neurons, Pt. 1 - cell body",48,5.851E-01,6.904E-01,6.580E-01,7.637E-01,16,"mGluR1, Calcineurin A (catalytic), mGluR5, IP3 receptor, GABA-A receptor, PLC-beta, CREB1, VAMP2, Dopamine D2 receptor, nAChR alpha-7, G-protein alpha-i family, nAChR beta-2, nAChR alpha-6, Calmodulin, G-protein alpha-q, Calcineurin B (regulatory)",5.851E-01,6.904E-01,15,"mGluR1, Calcineurin A (catalytic), mGluR5, SNAP-25, IP3 receptor, GABA-A receptor, PLC-beta, CREB1, VAMP2, Dopamine D2 receptor, nAChR alpha-7, G-protein alpha-i family, nAChR beta-3, Calmodulin, Calcineurin B (regulatory)",
1290,Regulation of lipid metabolism_Regulation of fatty acid synthesis: NLTP and EHHADH,20,5.901E-01,6.914E-01,5.901E-01,6.914E-01,7,"ECHP, ACAA2, PPAR-alpha, PPAR-gamma, Acetyl-CoA acyltransferase, FXR, TR4",6.495E-01,7.574E-01,6,"ECHP, ACAA2, PPAR-alpha, PPAR-gamma, FXR, TR4",
1291,Chylomicron dyslipidemia in type 2 diabetes and metabolic syndrome X,42,6.030E-01,7.106E-01,6.550E-01,7.608E-01,14,"Chylomicron remnant, APOC2, CETP, LDLR, Nascent chylomicrons, APOB, Sec23, Mature chylomicrons, APOA4, VAMP7, L-FABP, APOE, MTP, LPL",6.030E-01,7.106E-01,13,"Chylomicron remnant, APOA5, CETP, LDLR, Nascent chylomicrons, APOB, Sec23, APOA4, VAMP7, L-FABP, APOE, MTP, LPL",
1292,Adiponectin in pathogenesis of type 2 diabetes,29,6.032E-01,7.106E-01,9.292E-01,1.000E+00,7,"H-FABP, PPAR-alpha, CREB1, PPARGC1 (PGC1-alpha), ACADM, AMPK alpha subunit, PPCKC",6.032E-01,7.106E-01,9,"p38alpha (MAPK14), H-FABP, PPAR-alpha, CREB1, PPARGC1 (PGC1-alpha), ACADM, G6PT, AMPK alpha subunit, PPCKC",
1293,Stem cells_Role of ion channels in glioblastoma cell invasion,32,6.038E-01,7.068E-01,6.038E-01,7.068E-01,11,"GluR4, ATP1A1, ATP1B2, Kir1.2, NKCC1, NCC27, SLC12A4, CLCN2, GluR1, SLC12A6, CLCN3",8.450E-01,9.535E-01,8,"GluR4, ATP1A1, ATP1B2, Kir1.2, NKCC1, NCC27, SLC12A4, SLC12A6",
1294,Keratan sulfate metabolism p.2,39,6.131E-01,7.211E-01,6.537E-01,7.598E-01,13,"B4GT1, B4GT4, B3GN6, SIAT4C, B4GT5, CHST3, CHST4, B4GT2, CHST2, B3GN7, SIAT6, SIAT4B, B3GN1",6.131E-01,7.211E-01,12,"B4GT1, B4GT4, B3GN6, B4GT5, CHST3, CHST4, B4GT2, CHST2, B3GN7, SIAT6, SIAT4B, B3GN1",
1295,Neurophysiological process_Melatonin signaling,44,6.160E-01,7.194E-01,6.160E-01,7.194E-01,15,"PKA-reg (cAMP-dependent), GLUT4, IP3 receptor, Adenylate cyclase, SULT1E1, CYP19, CREB1, G-protein beta/gamma, G-protein alpha-i family, ALOX5, Melatonin receptor 1B, Calmodulin, Melatonin receptor 1A, PKA-cat (cAMP-dependent), PLC-beta2",6.787E-01,7.889E-01,13,"IP3 receptor, Adenylate cyclase, SULT1E1, CREB1, G-protein beta/gamma, ROR-alpha, G-protein alpha-i family, ALOX5, Melatonin receptor 1B, Calmodulin, Melatonin receptor 1A, PKA-cat (cAMP-dependent), PLC-beta2",
1296,Neurophysiological process_Mu-type opioid receptor-mediated analgesia,30,6.494E-01,7.572E-01,6.504E-01,7.572E-01,10,"CBP, PKA-reg (cAMP-dependent), Adenylate cyclase type VII, beta-Endorphin extracellular region, CREB1, G-protein beta/gamma, G-protein alpha-i family, P/Q-type calcium channel alpha-1A subunit, N-type Ca(II) channel alpha1B, PKA-cat (cAMP-dependent)",6.494E-01,7.574E-01,9,"CBP, Adenylate cyclase type VII, beta-Endorphin extracellular region, CREB1, G-protein beta/gamma, G-protein alpha-i family, Mu-type opioid receptor, P/Q-type calcium channel alpha-1A subunit, PKA-cat (cAMP-dependent)",
1297,Transcription_Mechanism of activation of the transcription of Retinoid-target genes,24,6.496E-01,7.571E-01,6.496E-01,7.571E-01,8,"CBP, Cyclin D3, TFIIB, p300, NCOA2 (GRIP1/TIF2), CARM1, NCOA1 (SRC1), PKA-cat (cAMP-dependent)",6.814E-01,7.909E-01,7,"CBP, TFIIB, p300, NCOA2 (GRIP1/TIF2), CARM1, NCOA1 (SRC1), PKA-cat (cAMP-dependent)",
1298,Neurophysiological process_GABA-B receptor-mediated regulation of glutamate signaling in Purkinje cells,27,6.498E-01,7.571E-01,6.498E-01,7.571E-01,9,"mGluR1, PLC-beta1, IP3 receptor, TRPC1, G-protein beta/gamma, G-protein alpha-i family, GBR1, G-protein alpha-o, G-protein alpha-q",8.031E-01,9.124E-01,7,"mGluR1, IP3 receptor, TRPC1, G-protein beta/gamma, G-protein alpha-i family, GBR1, G-protein alpha-o",
1299,Putative pathways of n-3 and n-6 fatty acids in obesity and type 2 diabetes,51,6.596E-01,7.649E-01,6.596E-01,7.649E-01,17,"ATF-1, EGR1, PKA-reg (cAMP-dependent), GLUT4, G-protein alpha-q/11, Prostacyclin receptor, Adenylate cyclase, CREB1, AKT(PKB), PPAR-gamma, C/EBPbeta, PGES, COX-2 (PTGS2), PI3K cat class IA (p110-alpha), PTGIS, PKA-cat (cAMP-dependent), C/EBPdelta",6.913E-01,8.005E-01,15,"ATF-1, G-protein alpha-q/11, COX-1 (PTGS1), Adenylate cyclase, CREB1, AKT(PKB), PPAR-gamma, C/EBPbeta, PGES, COX-2 (PTGS2), PI3K cat class IA (p110-alpha), PTGIS, LXR-alpha, PKA-cat (cAMP-dependent), C/EBPdelta",
1300,Triacylglycerol metabolism p.1,60,6.629E-01,7.725E-01,8.359E-01,9.495E-01,18,"PLCA, GPD2, ACSL5, ALDR, ACSL4, AKR1C1, AL7A1, AK1BA, GNPAT, PLCD, TPI1, ACSL6, AL1B1, ACSL1, AL3A2, GPAM, PLCB, PLCE",6.629E-01,7.725E-01,18,"PLCA, GPD2, ACSL5, ALDR, GKP2, ACSL4, AKR1C4, AKR1C1, AL7A1, AK1BA, GNPAT, PLCD, TPI1, ACSL6, AL1B1, GPAM, PLCB, PLCE",
1301,CTP/UTP metabolism,107,6.655E-01,7.712E-01,6.655E-01,7.712E-01,36,"KCY, PR44 (DIS3), POLR2B, RPB6, RRP40, POLR2D, RRP43, AK3, AK2, BUP1, DPYD, RPB5, PD-ECGF (TdRPase), PM/SCL-100, POLR2J, PM/SCL-75, AK1, ITPA, POLR3F, NDPK 7, UDP, AK5, POLR2G, POLR2A, RPA16, NT5M, RRP42, POLR2C, POLR1A, RRP4, DPYS, UCK2, CTP synthase, CDD, RPA39, PCY1B",6.955E-01,8.048E-01,32,"KCY, POLR2B, RPB6, RRP40, POLR2D, RRP43, AK3, AK2, BUP1, DPYD, PD-ECGF (TdRPase), PM/SCL-100, POLR2J, PM/SCL-75, ITPA, POLR3F, NDPK 7, UDP, AK5, POLR2G, POLR2A, RPA16, NT5M, RRP42, POLR2C, POLR1A, DPYS, UCK2, CTP synthase, CDD, RPA39, PCY1B",
1302,GTP-XTP metabolism,90,6.792E-01,7.879E-01,6.810E-01,7.879E-01,30,"GMPS, Xanthine oxidase, Guanine deaminase, PR44 (DIS3), POLR2B, RPB6, 5'-NTD, RRP40, POLR2D, RRP43, RPB5, PPA5, PM/SCL-100, POLR2J, PM/SCL-75, ITPA, POLR3F, NDPK 7, POLR2G, POLR2A, RPA16, RRP42, GUAC, 5'-NT1B, POLR2C, POLR1A, RRP4, PNPH, RPA39, HPRT",6.792E-01,7.889E-01,27,"GMPS, Xanthine oxidase, Guanine deaminase, POLR2B, RPB6, 5'-NTD, RRP40, POLR2D, RRP43, PPA5, PM/SCL-100, POLR2J, PM/SCL-75, ITPA, POLR3F, NDPK 7, POLR2G, POLR2A, RPA16, RRP42, GUAC, 5'-NT1B, POLR2C, POLR1A, PNPH, RPA39, HPRT",
1303,Huntington's disease (general schema),3,6.825E-01,7.915E-01,7.277E-01,8.387E-01,1,BDNF,6.825E-01,7.915E-01,1,BDNF,
1304,Development_Schema: Methods of somatic cell reprogramming into induced pluripotent stem cells,6,6.844E-01,7.912E-01,6.844E-01,7.912E-01,2,"Oct-3/4, c-Myc",8.992E-01,9.980E-01,1,Oct-3/4,
1305,Neurophysiological process_GABAergic neurotransmission,51,6.913E-01,8.005E-01,7.612E-01,8.719E-01,16,"SLC7A6, ALDR, AATC, GABA-A receptor, GLSK, SSDH, G-protein beta/gamma, GAT1, SLC7A7, SLC32A1, G-protein alpha-i family, GBR1, G-protein alpha-o, GAD1, GAD2, SLC6A11",6.913E-01,8.005E-01,15,"SLC7A6, ALDR, GABA-A receptor, GLSK, SSDH, G-protein beta/gamma, GAT1, SLC7A7, SLC32A1, G-protein alpha-i family, GBR1, G-protein alpha-o, GAD1, GAD2, SLC6A11",
1306,Neurophysiological process_Glucose-excited neurons of arcuate nucleus (rodent model),40,6.945E-01,8.023E-01,6.945E-01,8.023E-01,13,"RHEB2, GLUT3, GLUT4, SLC5A1, POMC, AMPK alpha subunit, SGLT3, EPAS1/ARNT, EPAS1, HIF-prolyl hydroxylase, HXK4, N-type Ca(II) channel alpha1B, mTOR",8.637E-01,9.679E-01,10,"RHEB2, GLUT3, SLC5A1, POMC, AMPK alpha subunit, SGLT3, EPAS1, HIF-prolyl hydroxylase, HXK4, mTOR",
