Enrichment analysis report,,,,,,,,,
Enrichment by Pathway Maps,,,,,down_genes_070120_genelist,,,,
#,Maps,Total,pValue,Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",
676,Development_G-CSF signaling,49,7.247E-02,1.508E-01,7.247E-02,1.508E-01,8,"ITGA9, c-IAP2, PI3K cat class IA, Lyn, BFL1, STAT5, AKT(PKB), GFI-1",
677,Development_BMP signaling,33,7.373E-02,1.531E-01,7.373E-02,1.531E-01,6,"Cerberus, BMP6, Gremlin, BMP4, SMAD9 (SMAD8), BMP2",
678,Development_Muscle progenitor cell migration in hypaxial myogenesis,41,7.390E-02,1.531E-01,7.390E-02,1.531E-01,7,"HGF, G-protein alpha-i family, MEF2C, LBX1, FGF8, HGF receptor (Met), c-Src",
679,Stem cells_Inhibition of Hedgehog signaling in medulloblastoma stem cells,41,7.390E-02,1.531E-01,7.390E-02,1.531E-01,7,"PACAP receptor 1, PTCH1, PACAP, FGF1, FGF2, GLI-1, GLI-2",
680,NMDA-independent presynaptic long-term potentiation in Huntington's disease,58,7.669E-02,1.587E-01,7.669E-02,1.587E-01,9,"Complexin 2, Adenylate cyclase type VIII, GABA-A receptor, PKC-alpha, GluR6, CACNA1E, Actin cytoskeletal, TrkB, c-Src",
681,Immune response_IL-3 signaling via ERK and PI3K,102,7.718E-02,1.595E-01,7.718E-02,1.595E-01,14,"Syk, ITGB1, cPKC (conventional), PI3K cat class IA, B-Raf, alpha-4/beta-1 integrin, NGAL, cPLA2, Lyn, STAT5, alpha-5/beta-1 integrin, AKT(PKB), PDE4, PI3K cat class IA (p110-delta)",
682,Development_GM-CSF signaling,50,7.975E-02,1.638E-01,7.975E-02,1.638E-01,8,"STAT5A, PI3K cat class IA, CCL2, Lyn, GM-CSF, STAT5, AKT(PKB), Pim-1",
683,Development_EDNRB signaling,50,7.975E-02,1.638E-01,7.975E-02,1.638E-01,8,"B-Raf, G-protein alpha-i family, AKT(PKB), G-protein alpha-q/11, Caveolin-1, Endothelin-3, PI3K reg class IB (p101), c-Src",
684,IGF-1 signaling in multiple myeloma,50,7.975E-02,1.638E-01,7.975E-02,1.638E-01,8,"ITGB1, c-IAP2, PI3K cat class IA, IRS-2, RANKL(TNFSF11), BFL1, AKT(PKB), Fibronectin",
685,Immune response_C5a signaling,50,7.975E-02,1.638E-01,7.975E-02,1.638E-01,8,"IL-1 beta, B-Raf, PKC, IL-8, G-protein alpha-i family, Rac2, AKT(PKB), TNF-alpha",
686,"Immune response_IL-5 signaling via PI3K, MAPK and NF-kB",76,8.115E-02,1.656E-01,8.115E-02,1.656E-01,11,"Syk, PI3K cat class IA, ITGB2, ICAM1, cPLA2, Lyn, MMP-2, Fyn, AKT(PKB), Fc gamma RII alpha, MMP-9",
687,Hedgehog signaling in prostate cancer,26,8.123E-02,1.656E-01,8.123E-02,1.656E-01,5,"PTCH1, Nestin, GLI-1, IBP6, GLI-2",
688,Neurophysiological process_Dopamine D2 receptor transactivation of PDGFR in CNS,26,8.123E-02,1.656E-01,8.123E-02,1.656E-01,5,"PKC, G-protein alpha-i family, PDGF receptor, c-Src, PDGF-R-beta",
689,Cell adhesion_Endothelial cell contacts by junctional mechanisms,26,8.123E-02,1.656E-01,8.123E-02,1.656E-01,5,"Connexin 37, N-cadherin, Actin cytoskeletal, Vimentin, Claudin-1",
690,Signal transduction_HTR2A-dependent arachidonic acid production,26,8.123E-02,1.656E-01,8.123E-02,1.656E-01,5,"COX-2 (PTGS2), cPLA2, G-protein alpha-i family, HTR2A, G-protein alpha-q/11",
691,Development_VEGF signaling and activation,42,8.207E-02,1.671E-01,8.207E-02,1.671E-01,7,"PI3K cat class IA, VCAM1, PKC, ICAM1, PKC-alpha, AKT(PKB), c-Src",
692,Signal transduction_Erk Interactions: Inhibition of Erk,34,8.299E-02,1.687E-01,8.299E-02,1.687E-01,6,"PKC, ZAP70, CD3, AKT(PKB), STEP, PTPRR",
693,Immune response_Sublytic effects of membrane attack complex,68,8.596E-02,1.743E-01,8.596E-02,1.743E-01,10,"PKC, cPLA2, EGFR, G-protein alpha-i family, IL-6, Actin cytoskeletal, AKT(PKB), PI3K reg class IB (p101), RGC32, XAF1",
694,Immune response_Fc epsilon RI pathway: calcium-dependent signaling,68,8.596E-02,1.743E-01,8.596E-02,1.743E-01,10,"Syk, TRPC5, PKC-alpha, ERM proteins, cPLA2, Lyn, Myosin II, Fyn, AKT(PKB), c-Src",
695,Blood coagulation_GPIb-IX-V-dependent platelet activation,77,8.731E-02,1.768E-01,8.731E-02,1.768E-01,11,"Syk, PKC-alpha, ITGB3, cPLA2, Lyn, Fyn, Fc gamma RII alpha, LAT, c-Src, Actin, Cofilin",
696,Ethanol/Acetaldehyde-dependent stimulation of MMP-9 expression in HCC,19,8.744E-02,1.768E-01,8.744E-02,1.768E-01,4,"ADHG, ADH1, ADH4, MMP-9",
697,Translation_Non-genomic (rapid) action of Androgen Receptor,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"Tcf(Lef), WNT, EGFR, AKT(PKB), Caveolin-1, c-Src, Frizzled",
698,Prostaglandins and leukotrienes-mediated induction of expression of mucins in normal and asthmatic epithelium ,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"PGE2R2, PKC-alpha, EGFR, G-protein alpha-i family, Adenylate cyclase, PGF2aR, G-protein alpha-q/11",
699,Th2-cytokines-induced expression of mucins in asthma ,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"GRO-2, TGF-beta 2, GRO-1, IL-8, TGF-beta receptor type II, IL-6, HNF3-beta",
700,HGF receptor (Met) and MSP receptor (RON) signaling pathways in SCLC,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"HGF, PAX5, PI3K cat class IA, FGF2, AKT(PKB), HGF receptor (Met), c-Src",
701,Neurophysiological process_HTR1A receptor signaling in neuronal cells,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"Kir3.4, P/Q-type calcium channel alpha-1A subunit, G-protein alpha-i family, Adenylate cyclase, MAP2, GluR1, PI3K reg class IB (p101)",
702,Nicotine / nAChR alpha-7 signaling in NSCLC,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"nAChR alpha-7, PI3K cat class IA, PKC-alpha, Cyclin E, AKT(PKB), Fibronectin, c-Src",
703,Development_EPO-induced PI3K/AKT pathway and Ca(2+) influx,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"Syk, PI3K cat class IA, Alpha1-globin, TRPC3, IRS-2, Lyn, AKT(PKB)",
704,Signal transduction_Modulation of calcium and potassium channels by Adenosine A1 receptor,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"cPKC (conventional), PKC-alpha, P/Q-type calcium channel alpha-1A subunit, cPLA2, G-protein alpha-i family, Adenylate cyclase, CACNA1E",
705,Regulation of Tissue factor signaling in cancer,43,9.074E-02,1.807E-01,9.074E-02,1.807E-01,7,"TNF-R2, Heparanase 1, EGFR, AKT(PKB), Tissue factor, P-selectin, TNF-alpha",
706,Immune response_ICOS signaling pathway in T-helper cell,60,9.082E-02,1.807E-01,9.082E-02,1.807E-01,9,"MHC class II, Osteopontin, PI3K cat class IA, CD3, IL-17F, T-bet, AKT(PKB), ICOS, TNF-alpha",
707,Neutrophil resistance to apoptosis in COPD and proresolving impact of lipid mediators,60,9.082E-02,1.807E-01,9.082E-02,1.807E-01,9,"FPRL1, PI3K cat class IA, SAA1, TNF-R2 soluble, FasR(CD95) soluble, FasR(CD95), FasL(TNFSF6), AKT(PKB), TNF-alpha",
708,Activation of osteoclast differentiation in bone lesions formation in multiple myeloma,27,9.260E-02,1.830E-01,9.260E-02,1.830E-01,5,"VCAM1, alpha-4/beta-1 integrin, RANKL(TNFSF11), Osteoprotegerin, RANK(TNFRSF11A)",
709,HCV-dependent regulation of membrane receptors signaling in HCC,27,9.260E-02,1.830E-01,9.260E-02,1.830E-01,5,"IL-1 beta, EGFR, TGF-alpha, c-Src, TNF-alpha",
710,Immune response_Inflammasome in inflammatory response,35,9.285E-02,1.830E-01,9.285E-02,1.830E-01,6,"IL-1 beta, Biglycan, IL-18, TLR4, Caspase-1, TNF-alpha",
711,Pro-oncogenic action of Androgen receptor in breast cancer,35,9.285E-02,1.830E-01,9.285E-02,1.830E-01,6,"AKR1C3, RUNX2, SGK1, FGF8, TCF8, Kallikrein 15",
712,IL-6 signaling pathway in lung cancer,35,9.285E-02,1.830E-01,9.285E-02,1.830E-01,6,"COX-2 (PTGS2), PI3K cat class IA, EGFR, IL-6, AKT(PKB), c-Src",
713,Immune response_Th17 cell differentiation,35,9.285E-02,1.830E-01,9.285E-02,1.830E-01,6,"IL-1 beta, MHC class II, IL23A, IL-17F, TGF-beta receptor type II, IL-6",
714,Role of Tissue factor in cancer independent of coagulation protease signaling,35,9.285E-02,1.830E-01,9.285E-02,1.830E-01,6,"PKC-alpha, Lyn, Actin cytoskeletal, AKT(PKB), Tissue factor, c-Src",
715,Signal transduction_Activation of PKC via G-Protein coupled receptor,52,9.556E-02,1.878E-01,9.556E-02,1.878E-01,8,"PKC-theta, PKC-alpha, MEF2, CPI-17, G-protein alpha-q/11, MELC, c-Src, MLCK",
716,Stem cells_mGluR3 signaling in glioblastoma stem cells,52,9.556E-02,1.878E-01,9.556E-02,1.878E-01,8,"P/Q-type calcium channel alpha-1A subunit, G-protein alpha-i family, Adenylate cyclase, SLC7A11, AKT(PKB), PI3K reg class IB (p101), c-Src, GLAST1/EAAT1",
717,Immune response_Fc epsilon RI pathway: signaling through Fyn and PI3K,61,9.842E-02,1.931E-01,9.842E-02,1.931E-01,9,"Syk, Lyn, STAT5, SGK1, Fyn, FYB1, AKT(PKB), LAMP3, PI3K cat class IA (p110-delta)",
718,Immune response_TCR alpha/beta signaling pathway,97,9.967E-02,1.945E-01,9.967E-02,1.945E-01,13,"MHC class II, B-Raf, PKC-theta, TRPC3, PKC-alpha, ZAP70, CD3, Fyn, FYB1, AKT(PKB), LAT, GRAP2, CARD11",
719,Impaired Lipoxin A4 signaling in CF,44,9.990E-02,1.945E-01,9.990E-02,1.945E-01,7,"FPRL1, EGFR, G-protein alpha-i family, Adenylate cyclase, G-protein alpha-q/11, c-Src, PDGF-R-beta",
720,Role of TLR signaling in skin sensitization,44,9.990E-02,1.945E-01,9.990E-02,1.945E-01,7,"IL-1 beta, TLR4, IL-6, IRAK1/2, IFN-beta, TLR2, TNF-alpha",
721,Immune response_CRTH2 signaling in Th2 cells,44,9.990E-02,1.945E-01,9.990E-02,1.945E-01,7,"PKC, ITGB2, ICAM1, G-protein alpha-i family, Adenylate cyclase, AKT(PKB), PI3K reg class IB (p101)",
722,Leptin signaling in colorectal cancer,44,9.990E-02,1.945E-01,9.990E-02,1.945E-01,7,"PI3K cat class IA, IL-8, Cyclin E, IL-6, Matrilysin (MMP-7), AKT(PKB), c-Src",
723,Retinol metabolism,70,9.992E-02,1.945E-01,9.992E-02,1.945E-01,10,"DHA6, LRAT, DHA2, CYP1A1, CYP2C18, CYP3A7, Xanthine oxidase, AL1A1, RPE65, UGT2B7",
724,Role of Langerin+ dermal dendritic cells in contact hypersensitivity,20,1.018E-01,1.962E-01,1.018E-01,1.962E-01,4,"Langerin, ITGB2, CCL2, P-selectin",
725,PR action in breast cancer: stimulation of metastasis,20,1.018E-01,1.962E-01,1.018E-01,1.962E-01,4,"IRS-2, PAR1, Tissue factor, c-Src",
726,Development_FGF2-dependent induction of EMT,20,1.018E-01,1.962E-01,1.018E-01,1.962E-01,4,"IL-1 beta, PI3K cat class IA, FGF2, AKT(PKB)",
727,Development_H3K36 demethylation in stem cell maintenance,20,1.018E-01,1.962E-01,1.018E-01,1.962E-01,4,"p14ARF, p15, p16INK4, CDK6",
728,CCL2 in Prostate Cancer,20,1.018E-01,1.962E-01,1.018E-01,1.962E-01,4,"CCL2, G-protein alpha-i family, AKT(PKB), PI3K reg class IB (p101)",
729,Role of XBP1 protein in multiple myeloma,20,1.018E-01,1.962E-01,1.018E-01,1.962E-01,4,"PAX5, BOB1, IL-6, BLIMP1 (PRDI-BF1)",
730,wtCFTR and deltaF508-CFTR traffic / Clathrin coated vesicles formation (normal and CF),20,1.018E-01,1.962E-01,1.018E-01,1.962E-01,4,"AP180, BIN1 (Amphiphysin II), Actin cytoskeletal, Actin",
731,Development_EPO-induced Jak-STAT pathway,36,1.033E-01,1.989E-01,1.033E-01,1.989E-01,6,"STAT5A, Lyn, STAT5, c-Fes, c-Src, Pim-1",
732,Aryl hydrocarbon receptor signaling,53,1.041E-01,1.989E-01,1.041E-01,1.989E-01,8,"COX-2 (PTGS2), UGT1A1, CYP1A1, TGM3, IL-8, Epiregulin, SLUG, UGT1A6",
733,Effect of H. pylori infection on apoptosis in gastric epithelial cells,53,1.041E-01,1.989E-01,1.041E-01,1.989E-01,8,"COX-2 (PTGS2), c-IAP2, MHC class II, FasR(CD95), FasL(TNFSF6), Caspase-1, PTPR-zeta, TNF-alpha",
734,Immune response_Antiviral actions of Interferons,53,1.041E-01,1.989E-01,1.041E-01,1.989E-01,8,"IDO1, MxA, MHC class II, iNOS, HLA-A, IFN-alpha, HLA-DRA1, IFN-beta",
735,Proliferative action of Gastrin in gastric cancer,53,1.041E-01,1.989E-01,1.041E-01,1.989E-01,8,"cPKC (conventional), PI3K cat class IA, PKC, PKC-alpha, EGFR, G-protein alpha-q/11, ICRF, c-Src",
736,Impaired inhibition of Th17 cell differentiation by IFN-beta in multiple sclerosis,28,1.047E-01,1.989E-01,1.047E-01,1.989E-01,5,"IL-1 beta, Osteopontin, TGF-beta receptor type II, IL-6, IFN-beta",
737,Cell cycle_Regulation of G1/S transition (part 2),28,1.047E-01,1.989E-01,1.047E-01,1.989E-01,5,"Cyclin A1, Cyclin E, Cyclin A, AKT(PKB), CDK6",
738,GLP-1 in inhibition of insulin secretion in type 2 diabetes,28,1.047E-01,1.989E-01,1.047E-01,1.989E-01,5,"Adenylate cyclase type VIII, EGFR, GLP-1 (7-36) amide, GLP-1 (7-37), GLP-1 receptor",
739,Platelet activation during ADAM-TS13-deficient thrombotic microangiopathy development,28,1.047E-01,1.989E-01,1.047E-01,1.989E-01,5,"Fc gamma RII alpha, Fibronectin, Collagen VI, P-selectin, Collagen III",
740,Muscle contraction_nNOS signaling in skeletal muscle ,28,1.047E-01,1.989E-01,1.047E-01,1.989E-01,5,"Syntrophin B1, Dystrophin, SLC18A3, nNOS, Actin",
741,Possible influence of low doses of Arsenite on glucose uptake in muscle,28,1.047E-01,1.989E-01,1.047E-01,1.989E-01,5,"PI3K cat class IA, PTGIS, IRS-2, MEF2C, AKT(PKB)",
742,Renin-Angiotensin-Aldosterone System,62,1.064E-01,2.012E-01,1.064E-01,2.012E-01,9,"Angiotensin I, PKC-alpha, cPLA2, CaMK I, Angiotensinogen, G-protein alpha-q/11, Angiotensin II, RGS2, MDR1",
743,Muscle contraction_Oxytocin signaling in uterus and mammary gland,62,1.064E-01,2.012E-01,1.064E-01,2.012E-01,9,"COX-2 (PTGS2), cPKC (conventional), AKR1C3, PKC, PKC-alpha, cPLA2, EGFR, PGF2aR, G-protein alpha-q/11",
744,Regulation of intrinsic membrane properties and excitability of striatonigral medium spiny neurons in Huntington's disease,62,1.064E-01,2.012E-01,1.064E-01,2.012E-01,9,"cPKC (conventional), PKC, P/Q-type calcium channel alpha-1A subunit, SCN2A, KCNQ2, DARPP-32, G-protein alpha-q/11, SHANK, G-protein alpha-olf",
745,Development_EGFR signaling pathway,71,1.074E-01,2.027E-01,1.074E-01,2.027E-01,10,"PI3K cat class IA, PKC-theta, PKC-alpha, Epiregulin, EGFR, MMP-2, TGF-alpha, AKT(PKB), c-Src, MMP-9",
746,Main pathways of Schwann cells transformation in neurofibromatosis type 1 ,80,1.075E-01,2.027E-01,1.075E-01,2.027E-01,11,"ITGB1, Myelin basic protein, PI3K cat class IA, S100B, EGFR, IL-6, Rac2, TGF-alpha, AKT(PKB), PDGF receptor, PDGF-R-beta",
747,Immune response_PGE2 signaling in immune response,45,1.096E-01,2.061E-01,1.096E-01,2.061E-01,7,"HGF, COX-2 (PTGS2), PGE2R2, IL-8, GM-CSF, Adenylate cyclase, TNF-alpha",
748,"Role of TNF-alpha, IL-1beta and IL-6 in development of obesity and type 2 diabetes in liver",45,1.096E-01,2.061E-01,1.096E-01,2.061E-01,7,"IL-1 beta, TNF-R2, CRP, IL-6, MTP, HNF3-beta, TNF-alpha",
749,Oxidative stress_ROS-induced cellular signaling,108,1.106E-01,2.078E-01,1.106E-01,2.078E-01,14,"GSTP1, Syk, COX-2 (PTGS2), IL-1 beta, PAX5, iNOS, PKC, HES5, IL-8, IL-6, AKT(PKB), c-Src, Carbonic anhydrase IX, TNF-alpha",
750,Immune response_Antigen presentation by MHC class I: cross-presentation,99,1.123E-01,2.108E-01,1.123E-01,2.108E-01,13,"Syk, Dectin-1, UFO, cPLA2, TLR4, LY75, Rac2, TLR7, Fc gamma RII alpha, TLR3, Cathepsin S, TAP, TLR2",
751,NRF2 regulation of oxidative stress response,54,1.130E-01,2.112E-01,1.130E-01,2.112E-01,8,"GSTP1, PI3K cat class IA, UGT1A1, PKC, SLC7A11, Actin cytoskeletal, Fyn, AKT(PKB)",
752,Regulation of AKT(PKB)/ GSK3 beta cascade in bipolar disorder,54,1.130E-01,2.112E-01,1.130E-01,2.112E-01,8,"NGF, G-protein alpha-i1, TrkA, PI3K cat class IA, G-protein alpha-i family, FGF2, AKT(PKB), TrkB",
753,Development_Differentiation of white adipocytes ,54,1.130E-01,2.112E-01,1.130E-01,2.112E-01,8,"CIDEC, BMP4, FOXC2, PPARGC1 (PGC1-alpha), Angiotensinogen, PSAT, BMP2, LPL",
754,IL-6 signaling in colorectal cancer,37,1.144E-01,2.131E-01,1.144E-01,2.131E-01,6,"TNF-R2, ICAM1, CRP, Cyclin E, TGF-beta receptor type II, IL-6",
755,G-protein signaling_H-RAS regulation pathway,37,1.144E-01,2.131E-01,1.144E-01,2.131E-01,6,"PI3K cat class IA, CalDAG-GEFIII, Angiopoietin 1, RASGRF1, c-Src, PDGF-R-beta",
756,Nicotine signaling (general schema),21,1.172E-01,2.178E-01,1.172E-01,2.178E-01,4,"nAChR alpha-7, HTR3, GABA-A receptor, nAChR alpha-3",
757,Inhibition of tumor suppressive pathways in pancreatic cancer,21,1.172E-01,2.178E-01,1.172E-01,2.178E-01,4,"p14ARF, p15, p16INK4, CDK6",
758,Immune response_Delta-type opioid receptor signaling in T-cells,29,1.176E-01,2.183E-01,1.176E-01,2.183E-01,5,"Metenkefalin, G-protein alpha-i family, AKT(PKB), PI3K reg class IB (p101), c-Src",
759,Signal transduction_CXCR4 signaling via PI3K cascade,46,1.197E-01,2.213E-01,1.197E-01,2.213E-01,7,"PPCKC, PI3K cat class IA, G-protein alpha-i family, IL-6, SGK1, AKT(PKB), PI3K reg class IB (p101)",
760,Cytoskeleton remodeling_Regulation of actin cytoskeleton nucleation and polymerization by Rho GTPases,46,1.197E-01,2.213E-01,1.197E-01,2.213E-01,7,"DRF, Rac1-related, Cdc42 subfamily, FMNL2, F-Actin cytoskeleton, Actin cytoskeletal, Rac2",
761,Development_Endothelin-1/EDNRA transactivation of EGFR,46,1.197E-01,2.213E-01,1.197E-01,2.213E-01,7,"PI3K cat class IA, EGFR, STAT5, AKT(PKB), G-protein alpha-q/11, c-Src, EDNRA",
762,Aberrant B-Raf signaling in melanoma progression,55,1.224E-01,2.250E-01,1.224E-01,2.250E-01,8,"ITGB1, B-Raf, ITGB3, MAP2, AKT3, RhoE, AKT(PKB), SPRY2",
763,Development_WNT/Beta-catenin signaling in the cytoplasm,55,1.224E-01,2.250E-01,1.224E-01,2.250E-01,8,"Tcf(Lef), WNT, Axin2, AKT(PKB), Nucleoredoxin, c-Src, Axin, Frizzled",
764,Immune response_CD28 signaling,55,1.224E-01,2.250E-01,1.224E-01,2.250E-01,8,"PI3K cat class IA, PKC-theta, ZAP70, CD3, Fyn, AKT(PKB), LAT, GRAP2",
765,Development_Fetal brown fat cell differentiation,55,1.224E-01,2.250E-01,1.224E-01,2.250E-01,8,"STAT5A, PI3K cat class IA, IRS-2, Beta-3 adrenergic receptor, Adenylate cyclase, PPARGC1 (PGC1-alpha), AKT(PKB), Prolactin",
766,"Immune response_IL-2 signaling via ERK, PI3K, and PLC-gamma",73,1.232E-01,2.263E-01,1.232E-01,2.263E-01,10,"Syk, PI3K cat class IA, PKC-theta, IRS-2, Cyclin E, Lyn, Cyclin A, Fyn, AKT(PKB), IL-2R alpha chain",
767,Impaired macrophage phagocytic function in asthma,38,1.260E-01,2.308E-01,1.260E-01,2.308E-01,6,"GSTP1, TNF-R2, PA24A, iC3b, MMP-9, TNF-alpha",
768,"Dysregulation of Adiponectin secretion from adipocytes in obesity, type 2 diabetes and metabolic syndrome X",38,1.260E-01,2.308E-01,1.260E-01,2.308E-01,6,"IL-18R1, IL-18, CRP, IL18RAP, AKT(PKB), TNF-alpha",
769,IL-6 signaling in tumor-associated monocytes/macrophages in breast cancer,14,1.281E-01,2.343E-01,1.281E-01,2.343E-01,3,"Fra-1, IL-6, MMP-9",
770,Mitogenic action of ESR1 (membrane) in breast cancer,47,1.303E-01,2.374E-01,1.303E-01,2.374E-01,7,"Cyclin E, EGFR, MMP-2, SGK1, AKT(PKB), c-Src, MMP-9",
771,Development_HGF signaling pathway,47,1.303E-01,2.374E-01,1.303E-01,2.374E-01,7,"HGF, COX-2 (PTGS2), PI3K cat class IA, FasR(CD95), AKT(PKB), HGF receptor (Met), PLAU (UPA)",
772,Canonical Leptin pathways in breast cancer,47,1.303E-01,2.374E-01,1.303E-01,2.374E-01,7,"IL-1 beta, PI3K cat class IA, IL-1 alpha, IRS-2, Tcf(Lef), AKT(PKB), Axin",
773,PDGF activation of prostacyclin synthesis ,30,1.312E-01,2.382E-01,1.312E-01,2.382E-01,5,"COX-2 (PTGS2), PTGIS, PKC-alpha, PA24A, PDGF-R-beta",
774,Retinoic acid maintains mucocilliary differentiation and mucins expression in normal and asthmatic airway epithelium,30,1.312E-01,2.382E-01,1.312E-01,2.382E-01,5,"PKC-alpha, CYP26A1, Mucin 4, GCNT3, TNF-alpha",
775,"Immune response_Mast cell proliferation, differentiation and survival",30,1.312E-01,2.382E-01,1.312E-01,2.382E-01,5,"Syk, Lyn, STAT5, Fyn, AKT(PKB)",
776,Signal transduction_mTORC1 upstream signaling,74,1.316E-01,2.385E-01,1.316E-01,2.385E-01,10,"MAG1, WNT, EGFR, TLR4, AKT(PKB), PDGF receptor, Angiotensin II, Axin, Frizzled, TNF-alpha",
777,Platelet activation as a result of endothelial dysfunction after stenting,56,1.321E-01,2.392E-01,1.321E-01,2.392E-01,8,"PKC, PLAT (TPA), G-protein alpha-i family, Adenylate cyclase, Actin cytoskeletal, PDE2A, PAR1, PDE3A",
778,EGF- and HGF-dependent stimulation of metastasis in gastric cancer,22,1.335E-01,2.408E-01,1.335E-01,2.408E-01,4,"HGF, EGFR, HGF receptor (Met), PLAU (UPA)",
779,Ubiquitin-proteasome system in Huntington's disease,22,1.335E-01,2.408E-01,1.335E-01,2.408E-01,4,"PKC-alpha, NR2, PSMB9, NR2A",
780,Inhibition of RUNX3 signaling in gastric cancer,22,1.335E-01,2.408E-01,1.335E-01,2.408E-01,4,"Gasdermin, RUNX3, MMP-9, MDR1",
781,"Immune response_Th17, Th22 and Th9 cell differentiation ",39,1.382E-01,2.483E-01,1.382E-01,2.483E-01,6,"IL-1 beta, MHC class II, IL-17F, TGF-beta receptor type II, IL-6, TNF-alpha",
782,TrkB signaling in Huntington's disease,39,1.382E-01,2.483E-01,1.382E-01,2.483E-01,6,"NGFR(TNFRSF16), PI3K cat class IA, PKC, GluR1, TrkB, NR2A",
783,"VLDL, LDL dyslipidemia in type 2 diabetes and metabolic syndrome X",39,1.382E-01,2.483E-01,1.382E-01,2.483E-01,6,"Biglycan proteoglycan, Versican proteoglycan, Decorin proteoglycan, MTP, CETP, LPL",
784,GLP-1 in beta cell apoptosis in type 2 diabetes,48,1.413E-01,2.536E-01,1.413E-01,2.536E-01,7,"IL-1 beta, c-IAP2, IRS-2, GLP-1 (7-36) amide, GLP-1 (7-37), GLP-1 receptor, TNF-alpha",
785,Proinflammatory mediators release and arachidonic acid metabolites production in basophils in asthma,57,1.422E-01,2.545E-01,1.422E-01,2.545E-01,8,"Syk, NGF, TrkA, PI3K cat class IA, cPLA2, Lyn, G-protein alpha-i family, Eotaxin",
786,Lysophospholipid mediators-induced inflammatory signaling in normal and asthmatic airway epithelium,57,1.422E-01,2.545E-01,1.422E-01,2.545E-01,8,"COX-2 (PTGS2), CCL20, IL-8, Lyn, G-protein alpha-i family, AKT(PKB), TSLP, MMP-9",
787,Neurophysiological process_Kappa-type opioid receptor in transmission of nerve impulses,31,1.454E-01,2.590E-01,1.454E-01,2.590E-01,5,"Kir3.4, P/Q-type calcium channel alpha-1A subunit, G-protein alpha-i family, NHE3, Kappa-type opioid receptor",
788,Putative glucocorticoid- and LABA-mediated inhibition of pro-fibrotic signaling in airway fibroblasts/myofibroblasts,31,1.454E-01,2.590E-01,1.454E-01,2.590E-01,5,"ACTA2, Beta-2 adrenergic receptor, Fibronectin, MMP-9, Collagen III",
789,Development_Activation of ERK by Kappa-type opioid receptor,31,1.454E-01,2.590E-01,1.454E-01,2.590E-01,5,"PKC-alpha, G-protein alpha-i family, PI3K reg class IB (p101), c-Src, Kappa-type opioid receptor",
790,Development_Transactivation of PDGFR in non-neuronal cells by Dopamine D2 receptor,31,1.454E-01,2.590E-01,1.454E-01,2.590E-01,5,"PI3K cat class IA, G-protein alpha-i family, PDGF receptor, c-Src, PDGF-R-beta",
791,Metabolic syndrome X (general schema),15,1.498E-01,2.656E-01,1.498E-01,2.656E-01,3,"IL-1 beta, IL-6, TNF-alpha",
792,Development_EGFR signaling via PIP3,23,1.507E-01,2.656E-01,1.507E-01,2.656E-01,4,"PI3K cat class IA, IRS-2, EGFR, AKT(PKB)",
793,G-protein signaling_Cross-talk between Ras-family GTPases,23,1.507E-01,2.656E-01,1.507E-01,2.656E-01,4,"PI3K cat class IA, B-Raf, M-Ras, AKT(PKB)",
