Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,up_genes_int_061520_genelist,,,,up_genes_rna_061620_genelist,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
785,Oxidative stress_ROS-mediated MAPK activation via canonical pathways,60,7.420E-01,8.220E-01,7.549E-01,8.220E-01,1,SFK,7.420E-01,8.231E-01,1,SFK,
786,Stimulation of gastric acid secretion in gastric cancer,60,7.420E-01,8.220E-01,7.549E-01,8.220E-01,1,Adenylate cyclase,7.420E-01,8.231E-01,1,Adenylate cyclase,
787,Antioxidant effects of statins in COPD,60,7.420E-01,8.220E-01,7.549E-01,8.220E-01,1,RhoB,7.420E-01,8.231E-01,1,RhoB,
788,"Metabolism of L-cysteine, D-cysteine and L-cystine",119,7.472E-01,8.261E-01,7.653E-01,8.261E-01,2,"SLC7A8, SLC1A2/EAAT2",7.472E-01,8.273E-01,2,"SLC7A8, SLC1A2/EAAT2",
789,Induction of mucin secretion in  airway goblet cells by purinergic receptors,61,7.478E-01,8.253E-01,7.606E-01,8.253E-01,1,PP2A regulatory,7.478E-01,8.273E-01,1,PP2A regulatory,
790,Muscle contraction_Oxytocin signaling in uterus and mammary gland,62,7.534E-01,8.261E-01,7.661E-01,8.261E-01,1,PLA2(hGIIA),7.534E-01,8.293E-01,1,PLA2(hGIIA),
791,Renin-Angiotensin-Aldosterone System,62,7.534E-01,8.261E-01,7.661E-01,8.261E-01,1,CYP11B2,7.534E-01,8.293E-01,1,CYP11B2,
792,Immune response_IL-10 signaling pathway,62,7.534E-01,8.261E-01,7.661E-01,8.261E-01,1,Bcl-2,7.534E-01,8.293E-01,1,Bcl-2,
793,Development_Alpha-2 adrenergic receptor activation of ERK,62,7.534E-01,8.261E-01,7.661E-01,8.261E-01,1,Alpha-2A adrenergic receptor,7.534E-01,8.293E-01,1,Alpha-2A adrenergic receptor,
794,Immune response_IL-18 signaling,63,7.590E-01,8.261E-01,7.716E-01,8.261E-01,1,Bcl-2,7.590E-01,8.295E-01,1,Bcl-2,
795,HCV-mediated liver damage and predisposition to HCC via cell stress,63,7.590E-01,8.261E-01,7.716E-01,8.261E-01,1,XBP1,7.590E-01,8.295E-01,1,XBP1,
796,Lacto-series GSL Metabolism,63,7.590E-01,8.261E-01,7.716E-01,8.261E-01,1,G3ST2,7.590E-01,8.295E-01,1,G3ST2,
797,CHDI_Correlations from Replication data_Cytoskeleton and adhesion module,64,7.644E-01,8.261E-01,7.769E-01,8.261E-01,1,PI3K reg class IB (p101),7.644E-01,8.295E-01,1,PI3K reg class IB (p101),
798,TGF-beta-induced fibroblast/ myofibroblast migration and extracellular matrix production in asthmatic airways,64,7.644E-01,8.261E-01,7.769E-01,8.261E-01,1,TGF-beta 3,7.644E-01,8.295E-01,1,TGF-beta 3,
799,Immune response_IFN-alpha/beta signaling via JAK/STAT,64,7.644E-01,8.261E-01,7.769E-01,8.261E-01,1,Bcl-2,7.644E-01,8.295E-01,1,Bcl-2,
800,Myeloid-derived suppressor cells and M2 macrophages in cancer,64,7.644E-01,8.261E-01,7.769E-01,8.261E-01,1,CAT-2,7.644E-01,8.295E-01,1,CAT-2,
801,Polyamine metabolism,64,7.644E-01,8.261E-01,7.769E-01,8.261E-01,1,ABP1,7.644E-01,8.295E-01,1,ABP1,
802,Folic acid metabolism,64,7.644E-01,8.261E-01,7.769E-01,8.261E-01,1,FOLH1 (GCP2),7.644E-01,8.295E-01,1,FOLH1 (GCP2),
803,Plasmalogen biosynthesis,64,7.644E-01,8.261E-01,7.769E-01,8.261E-01,1,PLA2,7.644E-01,8.295E-01,1,PLA2,
804,TNF-alpha and IL-1 beta-mediated regulation of contraction and secretion of inflammatory factors in normal and asthmatic airway smooth muscle,65,7.696E-01,8.261E-01,7.821E-01,8.261E-01,1,PLA2,7.696E-01,8.310E-01,1,PLA2,
805,Unsaturated fatty acid biosynthesis,65,7.696E-01,8.261E-01,7.821E-01,8.261E-01,1,ELOVL2,7.696E-01,8.310E-01,1,ELOVL2,
806,Renal tubulointerstitial injury in Lupus Nephritis ,65,7.696E-01,8.261E-01,7.821E-01,8.261E-01,1,CCR5,7.696E-01,8.310E-01,1,CCR5,
807,Role of Tissue factor-induced Thrombin signaling in cancerogenesis,65,7.696E-01,8.261E-01,7.821E-01,8.261E-01,1,Coagulation factor VII,7.696E-01,8.310E-01,1,Coagulation factor VII,
808,Vitamin B3 and NAD+ metabolism,125,7.713E-01,8.285E-01,7.886E-01,8.285E-01,2,"SLC5A8, ENPP1",7.713E-01,8.313E-01,2,"SLC5A8, ENPP1",
809,Canonical WNT signaling pathway in colorectal cancer,66,7.748E-01,8.278E-01,7.871E-01,8.278E-01,1,Mucin 2,7.748E-01,8.313E-01,1,Mucin 2,
810,Pyruvate metabolism,66,7.748E-01,8.278E-01,7.871E-01,8.278E-01,1,LDHD,7.748E-01,8.313E-01,1,LDHD,
811,Metabolism in pancreatic cancer cells,66,7.748E-01,8.278E-01,7.871E-01,8.278E-01,1,DHE4,7.748E-01,8.313E-01,1,DHE4,
812,Signal transduction_PDGF signaling via JAK-STAT and reactive oxygen species (ROS),66,7.748E-01,8.278E-01,7.871E-01,8.278E-01,1,Bcl-2,7.748E-01,8.313E-01,1,Bcl-2,
813,Eosinophil survival in asthma,67,7.798E-01,8.312E-01,7.921E-01,8.312E-01,1,Bcl-2,7.798E-01,8.336E-01,1,Bcl-2,
814,Production of reactive oxygen species and arachidonic acid metabolites by neutrophils in asthma,68,7.848E-01,8.335E-01,7.969E-01,8.335E-01,1,IL8RA,7.848E-01,8.357E-01,1,IL8RA,
815,Immune response_Sublytic effects of membrane attack complex,68,7.848E-01,8.335E-01,7.969E-01,8.335E-01,1,PI3K reg class IB (p101),7.848E-01,8.357E-01,1,PI3K reg class IB (p101),
816,Lipoprotein metabolism,68,7.848E-01,8.335E-01,7.969E-01,8.335E-01,1,ABCG1,7.848E-01,8.357E-01,1,ABCG1,
817,Immune response_OX40L/ OX40 signaling pathway,69,7.896E-01,8.366E-01,8.016E-01,8.366E-01,1,Bcl-2,7.896E-01,8.377E-01,1,Bcl-2,
818,Immune response_CD16 signaling in NK cells,69,7.896E-01,8.366E-01,8.016E-01,8.366E-01,1,PLA2,7.896E-01,8.377E-01,1,PLA2,
819,Mechanisms of drug resistance in SCLC,70,7.943E-01,8.405E-01,8.062E-01,8.405E-01,1,Bcl-2,7.943E-01,8.417E-01,1,Bcl-2,
820,Development_EGFR signaling pathway,71,7.989E-01,8.424E-01,8.107E-01,8.425E-01,1,MKP-2,7.989E-01,8.424E-01,1,MKP-2,
821,Glutathione metabolism,71,7.989E-01,8.424E-01,8.107E-01,8.425E-01,1,GSTA3,7.989E-01,8.424E-01,1,GSTA3,
822,Transport_Clathrin-coated vesicle cycle,71,7.989E-01,8.424E-01,8.107E-01,8.425E-01,1,Myosin I,7.989E-01,8.424E-01,1,Myosin I,
823,Angiotensin II Signaling in Cardiac Hypertrophy,72,8.034E-01,8.438E-01,8.151E-01,8.443E-01,1,Kv4.3 channel,8.034E-01,8.438E-01,1,Kv4.3 channel,
824,Blood coagulation_Platelet microparticle generation,72,8.034E-01,8.438E-01,8.151E-01,8.443E-01,1,Alpha-2A adrenergic receptor,8.034E-01,8.438E-01,1,Alpha-2A adrenergic receptor,
825,Neolacto-series GSL Metabolism p.1,72,8.034E-01,8.438E-01,8.151E-01,8.443E-01,1,G3ST2,8.034E-01,8.438E-01,1,G3ST2,
826,Aspartate and asparagine metabolism,73,8.078E-01,8.438E-01,8.194E-01,8.469E-01,1,GABT,8.078E-01,8.438E-01,1,GABT,
827,Regulation and signaling of HGF receptor (Met) and MSP receptor (RON) in lung cancer,73,8.078E-01,8.438E-01,8.194E-01,8.469E-01,1,Delta-catenin,8.078E-01,8.438E-01,1,Delta-catenin,
828,Peroxysomal straight-chain fatty acid beta-oxidation,74,8.121E-01,8.438E-01,8.236E-01,8.485E-01,1,ACOX2,8.121E-01,8.438E-01,1,ACOX2,
829,Signal transduction_HTR2A signaling outside the nervous system,74,8.121E-01,8.438E-01,8.236E-01,8.485E-01,1,Adenylate cyclase,8.121E-01,8.438E-01,1,Adenylate cyclase,
830,Ubiquinone metabolism,74,8.121E-01,8.438E-01,8.236E-01,8.485E-01,1,TAT,8.121E-01,8.438E-01,1,TAT,
831,Immune response _CCR3 signaling in eosinophils,77,8.245E-01,8.545E-01,8.356E-01,8.590E-01,1,PI3K reg class IB (p101),8.245E-01,8.545E-01,1,PI3K reg class IB (p101),
832,CHDI_Correlations from Replication data_Causal network (positive correlations),79,8.323E-01,8.605E-01,8.432E-01,8.649E-01,1,PI3K reg class IB (p101),8.323E-01,8.605E-01,1,PI3K reg class IB (p101),
833,L-Arginine metabolism,79,8.323E-01,8.605E-01,8.432E-01,8.649E-01,1,ABP1,8.323E-01,8.605E-01,1,ABP1,
834,B cell signaling in hematological malignancies,80,8.360E-01,8.634E-01,8.468E-01,8.677E-01,1,Bcl-2,8.360E-01,8.634E-01,1,Bcl-2,
835,Vitamin E (alfa-tocopherol) metabolism,81,8.397E-01,8.635E-01,8.504E-01,8.684E-01,1,ACOX2,8.397E-01,8.635E-01,1,ACOX2,
836,Fructose metabolism,81,8.397E-01,8.635E-01,8.504E-01,8.684E-01,1,F16P,8.397E-01,8.635E-01,1,F16P,
837,Immune response_IL-1 signaling pathway,82,8.433E-01,8.635E-01,8.539E-01,8.684E-01,1,Collagen II,8.433E-01,8.635E-01,1,Collagen II,
838,Neurophysiological process_NMDA-dependent postsynaptic long-term potentiation in CA1 hippocampal neurons,82,8.433E-01,8.635E-01,8.539E-01,8.684E-01,1,NR1,8.433E-01,8.635E-01,1,NR1,
839,HETE and HPETE biosynthesis and metabolism,82,8.433E-01,8.635E-01,8.539E-01,8.684E-01,1,ALOX15B,8.433E-01,8.635E-01,1,ALOX15B,
840,Androgen biosynthetic pathways,82,8.433E-01,8.635E-01,8.539E-01,8.684E-01,1,CYP11B2,8.433E-01,8.635E-01,1,CYP11B2,
841,Transport_Intracellular cholesterol transport,83,8.468E-01,8.651E-01,8.573E-01,8.700E-01,1,ABCG1,8.468E-01,8.651E-01,1,ABCG1,
842,Cytoskeleton remodeling_PDGF signaling via calcium and Rho GTPases,83,8.468E-01,8.651E-01,8.573E-01,8.700E-01,1,EBP50,8.468E-01,8.651E-01,1,EBP50,
843,Peroxisomal branched chain fatty acid oxidation,84,8.503E-01,8.675E-01,8.606E-01,8.716E-01,1,ACOX2,8.503E-01,8.675E-01,1,ACOX2,
844,Prostaglandin 2 biosynthesis and metabolism,86,8.569E-01,8.733E-01,8.670E-01,8.771E-01,1,LOXE3,8.569E-01,8.733E-01,1,LOXE3,
845,Cholesterol metabolism,87,8.601E-01,8.755E-01,8.701E-01,8.793E-01,1,ACOX2,8.601E-01,8.755E-01,1,ACOX2,
846,Immune response_The effect of IDO1 on T cell metabolism,89,8.663E-01,8.797E-01,8.761E-01,8.844E-01,1,DHE4,8.663E-01,8.797E-01,1,DHE4,
847,T follicular helper cell dysfunction in SLE,90,8.693E-01,8.817E-01,8.790E-01,8.864E-01,1,KLF2,8.693E-01,8.817E-01,1,KLF2,
848,Glycolysis and gluconeogenesis,94,8.807E-01,8.890E-01,8.899E-01,8.955E-01,1,F16P,8.807E-01,8.890E-01,1,F16P,
849,Bile Acid Biosynthesis,94,8.807E-01,8.890E-01,8.899E-01,8.955E-01,1,ACOX2,8.807E-01,8.890E-01,1,ACOX2,
850,"Signal transduction_Angiotensin II/ AGTR1 signaling via p38, ERK and PI3K",98,8.910E-01,8.973E-01,8.998E-01,9.035E-01,1,CYP11B2,8.910E-01,8.973E-01,1,CYP11B2,
851,Aminoglycoside- and cisplatin-induced hair cell death,112,9.207E-01,9.229E-01,9.280E-01,9.299E-01,1,Bcl-2,9.207E-01,9.229E-01,1,Bcl-2,
852,ATP/ITP metabolism,123,9.383E-01,9.394E-01,9.444E-01,9.454E-01,1,ADAR3,9.383E-01,9.394E-01,1,ADAR3,
853,Mitochondrial beta-oxidation of long-chain saturated fatty acids,125,9.410E-01,9.410E-01,9.470E-01,9.470E-01,1,B-FABP,9.410E-01,9.410E-01,1,B-FABP,
,,,,,,,,,,,,,
