Enrichment analysis report,,,,,,,,,,,,,
Enrichment by Pathway Maps,,,,,down_genes_int_061520_genelist,,,,down_genes_rna_061620_genelist,,,,
#,Maps,Total,min(pValue),Min FDR,p-value,FDR,In Data,"Network Objects from
Active Data",p-value,FDR,In Data,"Network Objects from
Active Data",
685,PXR-mediated direct regulation of xenobiotic metabolizing enzymes / Human version,42,4.177E-02,9.564E-02,4.785E-02,9.564E-02,6,"CYP27A1, UGT1A1, CYP24A1, MDR1, UGT1A6, CYP11A1",4.177E-02,1.133E-01,6,"CYP27A1, UGT1A1, CYP24A1, MDR1, UGT1A6, CYP11A1",
686,Aryl hydrocarbon receptor signaling,53,4.220E-02,9.758E-02,4.903E-02,9.758E-02,7,"COX-2 (PTGS2), UGT1A1, CYP1A1, IL-8, Epiregulin, SLUG, UGT1A6",4.220E-02,1.139E-01,7,"COX-2 (PTGS2), UGT1A1, CYP1A1, IL-8, Epiregulin, SLUG, UGT1A6",
687,Development_Generation of pancreatic beta-cells from embryonic stem cells (late stages),22,4.264E-02,9.489E-02,4.728E-02,9.489E-02,4,"HGF, FGF2, BMP4, PAX6",4.264E-02,1.139E-01,4,"HGF, FGF2, BMP4, PAX6",
688,Development_Muscle progenitor cell migration in hypaxial myogenesis,41,4.324E-02,8.819E-02,4.324E-02,8.819E-02,6,"HGF, SNAIL1, HGF receptor (Met), G-protein alpha-i family, ERK1/2, MEF2C",2.427E-01,3.945E-01,4,"HGF, HGF receptor (Met), G-protein alpha-i family, MEF2C",
689,Development_Neurotrophin family signaling,41,4.324E-02,8.819E-02,4.324E-02,8.819E-02,6,"NGF, NGFR(TNFRSF16), PI3K cat class IA, AKT(PKB), p53, ERK1/2",2.427E-01,3.945E-01,4,"NGF, NGFR(TNFRSF16), PI3K cat class IA, AKT(PKB)",
690,Stem cells_Inhibition of Hedgehog signaling in medulloblastoma stem cells,41,4.324E-02,8.819E-02,4.324E-02,8.819E-02,6,"FGF2, GLI-1, PTCH1, PACAP, ERK1/2, GLI-2",1.045E-01,2.146E-01,5,"FGF2, GLI-1, PTCH1, PACAP, GLI-2",
691,Androstenedione and testosterone biosynthesis and metabolism p.2,32,4.376E-02,9.761E-02,4.933E-02,9.761E-02,5,"AKR1C1, AKR1C3, UGT1A1, AKR1C4, AKR1C2",4.376E-02,1.157E-01,5,"AKR1C1, AKR1C3, UGT1A1, AKR1C4, AKR1C2",
692,Protein folding and maturation_Bradykinin / Kallidin maturation,32,4.376E-02,9.761E-02,4.933E-02,9.761E-02,5,"MMP-8, Neprilysin, ACE2, Tissue kallikreins, CD13",4.376E-02,1.157E-01,5,"MMP-8, Neprilysin, ACE2, Tissue kallikreins, CD13",
693,NETosis in SLE,31,4.382E-02,8.898E-02,4.382E-02,8.898E-02,5,"IL-1 beta, TLR7, PKC, Fc gamma RII alpha, ERK1/2",1.196E-01,2.373E-01,4,"IL-1 beta, TLR7, PKC, Fc gamma RII alpha",
694,Development_Transactivation of PDGFR in non-neuronal cells by Dopamine D2 receptor,31,4.382E-02,8.898E-02,4.382E-02,8.898E-02,5,"PI3K cat class IA, ERK2 (MAPK1), PDGF receptor, G-protein alpha-i family, PDGF-R-beta",1.196E-01,2.373E-01,4,"PI3K cat class IA, PDGF receptor, G-protein alpha-i family, PDGF-R-beta",
695,Signal transduction_mTORC1 upstream signaling,74,4.394E-02,8.909E-02,4.394E-02,8.909E-02,9,"ERK2 (MAPK1), AKT(PKB), PDGF receptor, Dsh, WNT, EGFR, TLR4, Frizzled, ERK1/2",3.019E-01,4.657E-01,6,"AKT(PKB), PDGF receptor, WNT, EGFR, TLR4, Frizzled",
696,Cell adhesion_Integrin inside-out signaling in T cells,52,4.491E-02,9.067E-02,4.491E-02,9.067E-02,7,"ITGB1, CCL20, Lck, ITGB2, alpha-4/beta-1 integrin, ICAM1, G-protein alpha-i family",9.768E-02,2.037E-01,6,"ITGB1, CCL20, ITGB2, alpha-4/beta-1 integrin, ICAM1, G-protein alpha-i family",
697,Neurophysiological process_Synaptic vesicle fusion and recycling in nerve terminals,52,4.491E-02,9.067E-02,4.491E-02,9.067E-02,7,"CaMK I, Synapsin II, Alpha-synuclein, SV2A, AP180, Endophilin A1, F-Actin",9.768E-02,2.037E-01,6,"CaMK I, Synapsin II, Alpha-synuclein, SV2A, AP180, Endophilin A1",
698,"Immune response_Antigen presentation by MHC class I, classical pathway",54,4.603E-02,1.042E-01,5.339E-02,1.042E-01,7,"MHC Class I alpha chain, PSMB9, TAP1 (PSF1), ERAP2, PSMB8(LMP7), TAP, TAP2 (PSF2)",4.603E-02,1.188E-01,7,"MHC Class I alpha chain, PSMB9, TAP1 (PSF1), ERAP2, PSMB8(LMP7), TAP, TAP2 (PSF2)",
699,Development_EPO-induced PI3K/AKT pathway and Ca(2+) influx,43,4.613E-02,1.034E-01,5.276E-02,1.034E-01,6,"Syk, PI3K cat class IA, TRPC3, AKT(PKB), IRS-2, Lyn",4.613E-02,1.188E-01,6,"Syk, PI3K cat class IA, TRPC3, AKT(PKB), IRS-2, Lyn",
700,Role of platelets in the initiation of in-stent restenosis,43,4.613E-02,1.034E-01,5.276E-02,1.034E-01,6,"Tissue factor, ICAM1, CCL2, ICAM2, IL-8, Collagen III",4.613E-02,1.188E-01,6,"Tissue factor, ICAM1, CCL2, ICAM2, IL-8, Collagen III",
701,Development_S1P3 receptor signaling pathway,43,4.613E-02,1.034E-01,5.276E-02,1.034E-01,6,"PI3K cat class IA, AKT(PKB), PDGF receptor, CD44, G-protein alpha-i family, Adenylate cyclase",4.613E-02,1.188E-01,6,"PI3K cat class IA, AKT(PKB), PDGF receptor, CD44, G-protein alpha-i family, Adenylate cyclase",
702,Role of platelets in allograft rejection,43,4.613E-02,1.034E-01,5.276E-02,1.034E-01,6,"IL-1 beta, TGF-beta, Tissue factor, ICAM1, Kainate receptor, Collagen III",4.613E-02,1.188E-01,6,"IL-1 beta, TGF-beta, Tissue factor, ICAM1, Kainate receptor, Collagen III",
703,Immune response_Oncostatin M signaling via JAK-Stat,22,4.728E-02,9.489E-02,4.728E-02,9.489E-02,4,"STAT3, ACTA2, OSMR, CCL2",1.496E-01,2.774E-01,3,"ACTA2, OSMR, CCL2",
704,Development_Mu-type opioid receptor signaling via Beta-arrestin,22,4.728E-02,9.489E-02,4.728E-02,9.489E-02,4,"STAT3, ERK2 (MAPK1), G-protein alpha-i family, ERK1/2",7.524E-01,8.655E-01,1,G-protein alpha-i family,
705,Inhibition of RUNX3 signaling in gastric cancer,22,4.728E-02,9.489E-02,4.728E-02,9.489E-02,4,"RUNX3, Caspase-8, MMP-9, MDR1",1.496E-01,2.774E-01,3,"RUNX3, MMP-9, MDR1",
706,Development_VEGF signaling and activation,42,4.785E-02,9.564E-02,4.785E-02,9.564E-02,6,"PI3K cat class IA, PKC, AKT(PKB), ICAM1, PKC-alpha, ERK1/2",1.129E-01,2.269E-01,5,"PI3K cat class IA, PKC, AKT(PKB), ICAM1, PKC-alpha",
707,Effect of H. pylori infection on apoptosis in gastric epithelial cells,53,4.903E-02,9.758E-02,4.903E-02,9.758E-02,7,"COX-2 (PTGS2), NOXA, c-IAP2, MHC class II, Caspase-1, Caspase-8, PTPR-zeta",1.048E-01,2.146E-01,6,"COX-2 (PTGS2), NOXA, c-IAP2, MHC class II, Caspase-1, PTPR-zeta",
708,ENaC regulation in normal and CF airways ,53,4.903E-02,9.758E-02,4.903E-02,9.758E-02,7,"cPKC (conventional), PI3K cat class IA, Beta-2 adrenergic receptor, G-protein alpha-q/11, SERPINE2, Adenylate cyclase, ERK1/2",1.048E-01,2.146E-01,6,"cPKC (conventional), PI3K cat class IA, Beta-2 adrenergic receptor, G-protein alpha-q/11, SERPINE2, Adenylate cyclase",
709,Development_BMP signaling,33,4.907E-02,1.067E-01,5.523E-02,1.067E-01,5,"Follistatin, BMP6, Gremlin, BMP4, BMP2",4.907E-02,1.246E-01,5,"Follistatin, BMP6, Gremlin, BMP4, BMP2",
710,Apoptosis and survival_Beta-2 adrenergic receptor anti-apoptotic action,23,4.920E-02,1.057E-01,5.446E-02,1.057E-01,4,"Beta-2 adrenergic receptor, AKT(PKB), G-protein alpha-i family, Adenylate cyclase type VII",4.920E-02,1.246E-01,4,"Beta-2 adrenergic receptor, AKT(PKB), G-protein alpha-i family, Adenylate cyclase type VII",
711,Development_EGFR signaling via PIP3,23,4.920E-02,1.057E-01,5.446E-02,1.057E-01,4,"PI3K cat class IA, AKT(PKB), IRS-2, EGFR",4.920E-02,1.246E-01,4,"PI3K cat class IA, AKT(PKB), IRS-2, EGFR",
712,Inhibition of LKB1 / AMPK signaling in breast cancer,32,4.933E-02,9.761E-02,4.933E-02,9.761E-02,5,"IL-6, PPARGC1 (PGC1-alpha), SNAIL1, AKT(PKB), Vimentin",1.305E-01,2.510E-01,4,"IL-6, PPARGC1 (PGC1-alpha), AKT(PKB), Vimentin",
713,Role of IL-6 in obesity and type 2 diabetes in adipocytes,32,4.933E-02,9.761E-02,4.933E-02,9.761E-02,5,"STAT3, IL-6, PPARGC1 (PGC1-alpha), CCL2, ERK1/2",3.135E-01,4.750E-01,3,"IL-6, PPARGC1 (PGC1-alpha), CCL2",
714,Role of TLR signaling in skin sensitization,44,5.076E-02,1.105E-01,5.796E-02,1.105E-01,6,"IL-1 beta, IL-6, CD14, IFN-beta, TLR4, TLR2",5.076E-02,1.264E-01,6,"IL-1 beta, IL-6, CD14, IFN-beta, TLR4, TLR2",
715,Development_S1P1 signaling pathway,44,5.076E-02,1.105E-01,5.796E-02,1.105E-01,6,"G-protein alpha-i1, S1P1 receptor, AKT(PKB), CD44, G-protein alpha-i family, Adenylate cyclase",5.076E-02,1.264E-01,6,"G-protein alpha-i1, S1P1 receptor, AKT(PKB), CD44, G-protein alpha-i family, Adenylate cyclase",
716,Signal transduction_AKT signaling,43,5.276E-02,1.034E-01,5.276E-02,1.034E-01,6,"BAD, PCNA, PI3K cat class IA, AKT(PKB), p53, HGF receptor (Met)",4.971E-01,6.645E-01,3,"PI3K cat class IA, AKT(PKB), HGF receptor (Met)",
717,Apoptosis and survival_Anti-apoptotic action of Gastrin,43,5.276E-02,1.034E-01,5.276E-02,1.034E-01,6,"BAD, PI3K cat class IA, AKT(PKB), G-protein alpha-q/11, PKC-alpha, ERK1/2",2.702E-01,4.284E-01,4,"PI3K cat class IA, AKT(PKB), G-protein alpha-q/11, PKC-alpha",
718,Development_WNT/Beta-catenin signaling pathway. Signalosome,43,5.276E-02,1.034E-01,5.276E-02,1.034E-01,6,"Schwannomin (NF2), DAAM2, Dsh, WNT, G-protein alpha-i family, Frizzled",2.702E-01,4.284E-01,4,"DAAM2, WNT, G-protein alpha-i family, Frizzled",
719,Neurophysiological process_Dynein-dynactin motor complex in axonal transport in neurons,54,5.339E-02,1.042E-01,5.339E-02,1.042E-01,7,"NGF, PRNP, AKT(PKB), Dynein 1, cytoplasmic, intermediate chains, DYNC1I1, Vimentin, ERK1/2",1.121E-01,2.259E-01,6,"NGF, PRNP, AKT(PKB), Dynein 1, cytoplasmic, intermediate chains, DYNC1I1, Vimentin",
720,Immune response_IFN-gamma actions on extracellular matrix and cell differentiation,54,5.339E-02,1.042E-01,5.339E-02,1.042E-01,7,"CIITA, ACTA2, MYLPF, iNOS, MYH11, ICAM1, MMP-9",1.121E-01,2.259E-01,6,"CIITA, ACTA2, MYLPF, iNOS, ICAM1, MMP-9",
721,Blood coagulation_GPIb-IX-V-dependent platelet activation,77,5.435E-02,1.057E-01,5.435E-02,1.057E-01,9,"Syk, Fyn, ERK2 (MAPK1), Fc gamma RII alpha, PKC-alpha, ITGB3, cPLA2, Lyn, Actin",9.926E-02,2.061E-01,8,"Syk, Fyn, Fc gamma RII alpha, PKC-alpha, ITGB3, cPLA2, Lyn, Actin",
722,Action of GSK3 beta in bipolar disorder,23,5.446E-02,1.057E-01,5.446E-02,1.057E-01,4,"Beta-catenin, MAP-1B, p53, Tcf(Lef)",4.171E-01,5.821E-01,2,"MAP-1B, Tcf(Lef)",
723,Mechanism of action of CCR4 antagonists in asthma and atopic dermatitis (Variant 1),34,5.474E-02,1.164E-01,6.151E-02,1.164E-01,5,"ITGB1, ITGB2, alpha-4/beta-1 integrin, ICAM1, G-protein alpha-i family",5.474E-02,1.351E-01,5,"ITGB1, ITGB2, alpha-4/beta-1 integrin, ICAM1, G-protein alpha-i family",
724,CCR4-dependent immune cell chemotaxis in asthma and atopic dermatitis ,34,5.474E-02,1.164E-01,6.151E-02,1.164E-01,5,"ITGB1, ITGB2, alpha-4/beta-1 integrin, ICAM1, G-protein alpha-i family",5.474E-02,1.351E-01,5,"ITGB1, ITGB2, alpha-4/beta-1 integrin, ICAM1, G-protein alpha-i family",
725,Chemotaxis_CCR4-induced chemotaxis of immune cells,34,5.474E-02,1.164E-01,6.151E-02,1.164E-01,5,"ITGB1, ITGB2, alpha-4/beta-1 integrin, ICAM1, G-protein alpha-i family",5.474E-02,1.351E-01,5,"ITGB1, ITGB2, alpha-4/beta-1 integrin, ICAM1, G-protein alpha-i family",
726,Deficient alpha-MSH signaling in melanoma,33,5.523E-02,1.067E-01,5.523E-02,1.067E-01,5,"SOX10, PI3K cat class IA, AKT(PKB), alpha-MSH, ERK1/2",1.417E-01,2.681E-01,4,"SOX10, PI3K cat class IA, AKT(PKB), alpha-MSH",
727,LRRK2 in neurons in Parkinson's disease,33,5.523E-02,1.067E-01,5.523E-02,1.067E-01,5,"Alpha-synuclein, Actin cytoskeletal, MSN (moesin), ACTB, ERK1/2",6.103E-01,7.696E-01,2,"Alpha-synuclein, MSN (moesin)",
728,Immune response_IL-13 signaling via JAK-STAT,44,5.796E-02,1.105E-01,5.796E-02,1.105E-01,6,"STAT3, MMP-8, iNOS, SCCA-2, CCL2, SCCA-1",1.308E-01,2.510E-01,5,"MMP-8, iNOS, SCCA-2, CCL2, SCCA-1",
729,K-RAS signaling in pancreatic cancer,44,5.796E-02,1.105E-01,5.796E-02,1.105E-01,6,"SNAIL1, AKT(PKB), p53, IL-8, PLAU (UPA), ERK1/2",5.127E-01,6.787E-01,3,"AKT(PKB), IL-8, PLAU (UPA)",
730,"Development_Activation of Erk by ACM1, ACM3 and ACM5",44,5.796E-02,1.105E-01,5.796E-02,1.105E-01,6,"TGF-alpha, PKC-alpha, cPLA2, EGFR, ERK1/2, ACM3",1.308E-01,2.510E-01,5,"TGF-alpha, PKC-alpha, cPLA2, EGFR, ACM3",
731,Development_Ligand-independent activation of ESR1 and ESR2,44,5.796E-02,1.105E-01,5.796E-02,1.105E-01,6,"PI3K cat class IA, ERK2 (MAPK1), AKT(PKB), Caveolin-1, EGFR, ERK1/2",2.841E-01,4.432E-01,4,"PI3K cat class IA, AKT(PKB), Caveolin-1, EGFR",
732,Proteases and EGFR-induced mucin synthesis in normal and asthmatic epithelium,55,5.798E-02,1.105E-01,5.798E-02,1.105E-01,7,"TGF-alpha, G-protein alpha-q/11, ICAM1, CD44, PKC-alpha, EGFR, ERK1/2",1.197E-01,2.373E-01,6,"TGF-alpha, G-protein alpha-q/11, ICAM1, CD44, PKC-alpha, EGFR",
733,Apoptosis and survival_NO synthesis and signaling,55,5.798E-02,1.105E-01,5.798E-02,1.105E-01,7,"COX-2 (PTGS2), CaMK I, IL-1 beta, iNOS, AKT(PKB), PI3K cat class IA (p110-delta), ERK1/2",1.197E-01,2.373E-01,6,"COX-2 (PTGS2), CaMK I, IL-1 beta, iNOS, AKT(PKB), PI3K cat class IA (p110-delta)",
734,Immune response_IL-16 signaling pathway,55,5.798E-02,1.105E-01,5.798E-02,1.105E-01,7,"IL-15, IL-1 beta, IL-6, cPKC (conventional), Lck, PKC, AKT(PKB)",1.197E-01,2.373E-01,6,"IL-15, IL-1 beta, IL-6, cPKC (conventional), PKC, AKT(PKB)",
735,Immune response_CD28 signaling,55,5.798E-02,1.105E-01,5.798E-02,1.105E-01,7,"BAD, Fyn, PI3K cat class IA, Lck, PKC-theta, AKT(PKB), GRAP2",2.477E-01,4.006E-01,5,"Fyn, PI3K cat class IA, PKC-theta, AKT(PKB), GRAP2",
736,Role of GITR in skin sensitization,15,6.039E-02,1.228E-01,6.549E-02,1.228E-01,3,"IL-1 beta, TNF-R2, GITRL",6.039E-02,1.461E-01,3,"IL-1 beta, TNF-R2, GITRL",
737,Signal transduction_Calcium signaling,46,6.084E-02,1.281E-01,6.924E-02,1.281E-01,6,"CaMK I, cPKC (conventional), MEF2, AKAP6, CD44, NCX1",6.084E-02,1.461E-01,6,"CaMK I, cPKC (conventional), MEF2, AKAP6, CD44, NCX1",
738,Development_HGF-dependent inhibition of TGF-beta-induced EMT,34,6.151E-02,1.164E-01,6.151E-02,1.164E-01,5,"HGF, COX-2 (PTGS2), HGF receptor (Met), TGF-beta receptor type II, ERK1/2",1.533E-01,2.806E-01,4,"HGF, COX-2 (PTGS2), HGF receptor (Met), TGF-beta receptor type II",
739,Role of Apo-2L(TNFSF10) in Prostate Cancer cell apoptosis,34,6.151E-02,1.164E-01,6.151E-02,1.164E-01,5,"TRUNDD(TNFRSF10D), c-IAP2, Caspase-10, Osteoprotegerin, Caspase-8",1.533E-01,2.806E-01,4,"TRUNDD(TNFRSF10D), c-IAP2, Caspase-10, Osteoprotegerin",
740,Tissue factor signaling in lung cancer,24,6.220E-02,1.176E-01,6.220E-02,1.176E-01,4,"AKT(PKB), Tissue factor, p53, ERK1/2",4.387E-01,6.029E-01,2,"AKT(PKB), Tissue factor",
741,Role of tumor-infiltrating B cells in anti-tumor immunity,91,6.234E-02,1.177E-01,6.234E-02,1.177E-01,10,"STAT3, IL-18R1, MHC class II, ADAM-TS9, CXorf61, p53, CD38, I-TAC, G-protein alpha-i family, BLIMP1 (PRDI-BF1)",1.952E-01,3.359E-01,8,"IL-18R1, MHC class II, ADAM-TS9, CXorf61, CD38, I-TAC, G-protein alpha-i family, BLIMP1 (PRDI-BF1)",
742,Immune response_IL-5 signaling via JAK/STAT,56,6.281E-02,1.182E-01,6.281E-02,1.182E-01,7,"STAT3, IL-1 beta, c-IAP2, PRG2, IL-8, Pim-1, BLIMP1 (PRDI-BF1)",1.275E-01,2.474E-01,6,"IL-1 beta, c-IAP2, PRG2, IL-8, Pim-1, BLIMP1 (PRDI-BF1)",
743,Mitogenic action of ErbB2 in breast cancer,56,6.281E-02,1.182E-01,6.281E-02,1.182E-01,7,"Beta-catenin, PI3K cat class IA, AKT(PKB), ER81, Cyclin E, EGFR, ERK1/2",2.595E-01,4.157E-01,5,"PI3K cat class IA, AKT(PKB), ER81, Cyclin E, EGFR",
744,Immune response_TNF-R2 signaling pathways,45,6.345E-02,1.193E-01,6.345E-02,1.193E-01,6,"TNF-R2, c-IAP2, BMX, PI3K cat class IA, AKT(PKB), ERK1/2",1.402E-01,2.664E-01,5,"TNF-R2, c-IAP2, BMX, PI3K cat class IA, AKT(PKB)",
745,Role of B cells in SLE,58,6.352E-02,1.341E-01,7.318E-02,1.341E-01,7,"Syk, IL-6, MHC class II, PI3K cat class IA, AKT(PKB), ICAM1, Lyn",6.352E-02,1.510E-01,7,"Syk, IL-6, MHC class II, PI3K cat class IA, AKT(PKB), ICAM1, Lyn",
746,Development_Cross-talk between VEGF and Angiopoietin 1 signaling pathways,25,6.387E-02,1.297E-01,7.048E-02,1.297E-01,4,"Angiopoietin 1, TIE2, ICAM1, PKC-alpha",6.387E-02,1.510E-01,4,"Angiopoietin 1, TIE2, ICAM1, PKC-alpha",
747,Generation of cytotoxic CD8+ T cells in COPD,25,6.387E-02,1.297E-01,7.048E-02,1.297E-01,4,"MHC class II, CD137 ligand(TNFSF9), ICAM1, CD137(TNFRSF9)",6.387E-02,1.510E-01,4,"MHC class II, CD137 ligand(TNFSF9), ICAM1, CD137(TNFRSF9)",
748,Production of reactive oxygen species and arachidonic acid metabolites by neutrophils in asthma,68,6.529E-02,1.226E-01,6.529E-02,1.226E-01,8,"PI3K cat class IA, PA24A, PKC, PRG2, IL-8, G-protein alpha-i family, ALOX5, ERK1/2",1.226E-01,2.386E-01,7,"PI3K cat class IA, PA24A, PKC, PRG2, IL-8, G-protein alpha-i family, ALOX5",
749,Development_Beta adrenergic receptors in brown adipocyte differentiation,36,6.718E-02,1.366E-01,7.525E-02,1.366E-01,5,"FOXC2, PPARGC1 (PGC1-alpha), EGR2 (Krox20), Beta-2 adrenergic receptor, Adenylate cyclase",6.718E-02,1.567E-01,5,"FOXC2, PPARGC1 (PGC1-alpha), EGR2 (Krox20), Beta-2 adrenergic receptor, Adenylate cyclase",
750,"Development_Lipoxin inhibitory action on PDGF, EGF and LTD4 signaling",36,6.718E-02,1.366E-01,7.525E-02,1.366E-01,5,"G-protein alpha-q/11, EGFR, G-protein alpha-i family, Adenylate cyclase, PDGF-R-beta",6.718E-02,1.567E-01,5,"G-protein alpha-q/11, EGFR, G-protein alpha-i family, Adenylate cyclase, PDGF-R-beta",
751,Role of nicotine in pathogenesis of SCLC,57,6.788E-02,1.268E-01,6.788E-02,1.268E-01,7,"PCNA, nAChR alpha-7, FGF2, AKT(PKB), PKC-alpha, HTR1D, ERK1/2",2.714E-01,4.293E-01,5,"nAChR alpha-7, FGF2, AKT(PKB), PKC-alpha, HTR1D",
752,Proinflammatory mediators release and arachidonic acid metabolites production in basophils in asthma,57,6.788E-02,1.268E-01,6.788E-02,1.268E-01,7,"Syk, NGF, PI3K cat class IA, cPLA2, Lyn, G-protein alpha-i family, ERK1/2",1.356E-01,2.587E-01,6,"Syk, NGF, PI3K cat class IA, cPLA2, Lyn, G-protein alpha-i family",
753,Development_Angiopoietin - Tie2 signaling,35,6.819E-02,1.268E-01,6.819E-02,1.268E-01,5,"Angiopoietin 1, STAT3, TIE2, PI3K cat class IA, AKT(PKB)",1.652E-01,2.953E-01,4,"Angiopoietin 1, TIE2, PI3K cat class IA, AKT(PKB)",
754,Immune response_Differentiation of natural regulatory T cells,35,6.819E-02,1.268E-01,6.819E-02,1.268E-01,5,"STAT3, MHC class II, SMAD3, TGF-beta receptor type II, GITRL",3.650E-01,5.317E-01,3,"MHC class II, TGF-beta receptor type II, GITRL",
755,Immune response_Th17 cell differentiation,35,6.819E-02,1.268E-01,6.819E-02,1.268E-01,5,"STAT3, IL-1 beta, IL-6, MHC class II, TGF-beta receptor type II",1.652E-01,2.953E-01,4,"IL-1 beta, IL-6, MHC class II, TGF-beta receptor type II",
756,Neurophysiological process_Ephrin-B receptors in dendritic spine morphogenesis and synaptogenesis,35,6.819E-02,1.268E-01,6.819E-02,1.268E-01,5,"Actin cytoskeletal, Fyn, GABA-A receptor, Ephrin-B receptors, Ephrin-B receptor 2",1.652E-01,2.953E-01,4,"Fyn, GABA-A receptor, Ephrin-B receptors, Ephrin-B receptor 2",
757,Immune response_Naive CD4+ T cell differentiation,46,6.924E-02,1.281E-01,6.924E-02,1.281E-01,6,"STAT3, IL-1 beta, IL-6, MHC class II, RUNX3, STAT4",1.499E-01,2.774E-01,5,"IL-1 beta, IL-6, MHC class II, RUNX3, STAT4",
758,Cytoskeleton remodeling_Regulation of actin cytoskeleton nucleation and polymerization by Rho GTPases,46,6.924E-02,1.281E-01,6.924E-02,1.281E-01,6,"DRF, Actin cytoskeletal, Rac2, Rac1-related, FMNL2, F-Actin cytoskeleton",3.123E-01,4.750E-01,4,"DRF, Rac2, Rac1-related, FMNL2",
759,Development_Endothelin-1/EDNRA transactivation of EGFR,46,6.924E-02,1.281E-01,6.924E-02,1.281E-01,6,"PI3K cat class IA, AKT(PKB), G-protein alpha-q/11, EGFR, EDNRA, ERK1/2",1.499E-01,2.774E-01,5,"PI3K cat class IA, AKT(PKB), G-protein alpha-q/11, EGFR, EDNRA",
760,Development_Positive regulation of WNT/Beta-catenin signaling in the nucleus,69,6.996E-02,1.293E-01,6.996E-02,1.293E-01,8,"Beta-catenin, ERK2 (MAPK1), Tcf(Lef), RUNX, Dsh, WNT, TCF7 (TCF1), Frizzled",4.191E-01,5.836E-01,5,"Tcf(Lef), RUNX, WNT, TCF7 (TCF1), Frizzled",
761,Inhibition of TGF-beta signaling in gastric cancer,25,7.048E-02,1.297E-01,7.048E-02,1.297E-01,4,"TGF-beta 2, SMAD3, RUNX3, TGF-beta receptor type II",1.961E-01,3.359E-01,3,"TGF-beta 2, RUNX3, TGF-beta receptor type II",
762,SLE genetic marker-specific pathways in antigen-presenting cells (APC),84,7.185E-02,1.494E-01,8.447E-02,1.494E-01,9,"IL-1 beta, TLR7, iC3b, Fc gamma RII alpha, ICAM1, STAT4, A20, IFN-beta, TLR4",7.185E-02,1.654E-01,9,"IL-1 beta, TLR7, iC3b, Fc gamma RII alpha, ICAM1, STAT4, A20, IFN-beta, TLR4",
763,Neurophysiological process_Dopamine D2 receptor transactivation of PDGFR in CNS,26,7.198E-02,1.426E-01,7.930E-02,1.426E-01,4,"PKC, PDGF receptor, G-protein alpha-i family, PDGF-R-beta",7.198E-02,1.654E-01,4,"PKC, PDGF receptor, G-protein alpha-i family, PDGF-R-beta",
764,Pioglitazone and Rosiglitazone in treatment of type 2 diabetes and metabolic syndrome X,26,7.198E-02,1.426E-01,7.930E-02,1.426E-01,4,"IL-6, SORBS1, IRS-2, VLDLR",7.198E-02,1.654E-01,4,"IL-6, SORBS1, IRS-2, VLDLR",
765,CD8+ Tc1 cells in allergic contact dermatitis,26,7.198E-02,1.426E-01,7.930E-02,1.426E-01,4,"IL-1 beta, TNF-R2, MHC class II, Caspase-1",7.198E-02,1.654E-01,4,"IL-1 beta, TNF-R2, MHC class II, Caspase-1",
766,Putative role of Estrogen receptor and Androgen receptor signaling in progression of lung cancer,58,7.318E-02,1.341E-01,7.318E-02,1.341E-01,7,"BAD, ERK2 (MAPK1), CYP1A1, Caveolin-1, EGFR, G-protein alpha-i family, ERK1/2",4.808E-01,6.459E-01,4,"CYP1A1, Caveolin-1, EGFR, G-protein alpha-i family",
767,Signal transduction_Leptin signaling in non-neuronal cells,58,7.318E-02,1.341E-01,7.318E-02,1.341E-01,7,"STAT3, IL-6, PI3K cat class IA, TRPC4, AKT(PKB), IRS-2, IL-8",1.439E-01,2.712E-01,6,"IL-6, PI3K cat class IA, TRPC4, AKT(PKB), IRS-2, IL-8",
768,Immune response_Generation of memory CD4+ T cells,37,7.394E-02,1.467E-01,8.268E-02,1.467E-01,5,"IL-15, MHC class II, IL-15RA, IL7RA, CD44",7.394E-02,1.684E-01,5,"IL-15, MHC class II, IL-15RA, IL7RA, CD44",
769,Immune response_IL-4-responsive genes in type 2 immunity,70,7.482E-02,1.366E-01,7.482E-02,1.366E-01,8,"STAT3, COX-2 (PTGS2), ACTA2, AKT(PKB), Eotaxin-2, CCL2, Fibronectin, CCL7",1.370E-01,2.610E-01,7,"COX-2 (PTGS2), ACTA2, AKT(PKB), Eotaxin-2, CCL2, Fibronectin, CCL7",
770,Development_SSTR2 in regulation of cell proliferation,36,7.525E-02,1.366E-01,7.525E-02,1.366E-01,5,"PI3K cat class IA, AKT(PKB), Cyclin E, G-protein alpha-i family, ERK1/2",1.775E-01,3.127E-01,4,"PI3K cat class IA, AKT(PKB), Cyclin E, G-protein alpha-i family",
771,Immune response_IL-12-induced IFN-gamma production,36,7.525E-02,1.366E-01,7.525E-02,1.366E-01,5,"STAT3, IL-18R1, iNOS, STAT4, ERM",1.775E-01,3.127E-01,4,"IL-18R1, iNOS, STAT4, ERM",
772,Immune response_KLRK1 (NKG2D) signaling pathway,47,7.532E-02,1.366E-01,7.532E-02,1.366E-01,6,"Syk, Fyn, PI3K cat class IA, Lck, AKT(PKB), ERK1/2",3.264E-01,4.902E-01,4,"Syk, Fyn, PI3K cat class IA, AKT(PKB)",
